"codmunres","ano","garbage_morbidade_neonatal_i_algumas_doencas_infecciosas_e_parasitarias","garbage_morbidade_neonatal_vi_doencas_do_sistema_nervoso","garbage_morbidade_neonatal_x_doencas_do_aparelho_respiratorio","garbage_morbidade_neonatal_ii_neoplasias_tumores","garbage_morbidade_neonatal_xvii_malformacoes_congenitas_deformidades_e_anomalias_cromossomicas","garbage_morbidade_neonatal_xviii_sintomas_sinais_e_achados_anormais_de_exames_clinicos_e_de_laboratorio_nao_classificados_em_outra_parte","garbage_morbidade_neonatal_ix_doencas_do_aparelho_circulatorio","garbage_morbidade_neonatal_xiv_doencas_do_aparelho_geniturinario","garbage_morbidade_neonatal_xix_lesoes_envenenamento_e_algumas_outras_consequencias_de_causas_externas","garbage_morbidade_neonatal_iv_doencas_endocrinas_nutricionais_e_metabolicas","garbage_morbidade_neonatal_iii_doencas_do_sangue_e_dos_orgaos_hematopoeticos_e_alguns_transtornos_imunitarios","garbage_morbidade_neonatal_xii_doencas_da_pele_e_do_tecido_subcutaneo","garbage_morbidade_neonatal_xi_doencas_do_aparelho_digestivo","garbage_morbidade_neonatal_xvi_algumas_afeccoes_originadas_no_periodo_perinatal","garbage_morbidade_neonatal_xiii_doencas_do_sistema_osteomuscular_e_do_tecido_conjuntivo","garbage_morbidade_neonatal_v_transtornos_mentais_e_comportamentais","garbage_morbidade_neonatal_viii_doencas_do_ouvido_e_da_apofise_mastoide","garbage_morbidade_neonatal_vii_doencas_do_olho_e_anexos","garbage_morbidade_neonatal_na","garbage_morbidade_neonatal_xv_gravidez_parto_e_puerperio","garbage_morbidade_neonatal_xx_causas_externas_de_morbidade_e_de_mortalidade","internacoes_neonatais_totais"
"411840",2014,0,0,1,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,94
"411840",2015,3,1,0,0,0,1,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,87
"411840",2016,1,0,3,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,108
"411840",2017,1,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,116
"411840",2018,4,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"411840",2019,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,124
"411840",2020,1,0,1,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,99
"411840",2021,1,0,0,0,0,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,81
"411840",2022,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,90
"411840",2023,3,0,4,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,76
"411845",2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"411845",2014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411845",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411845",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411845",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411845",2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"411845",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
"411845",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411845",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411845",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411845",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411845",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411850",2012,3,1,6,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,189
"411850",2013,2,0,8,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,179
"411850",2014,12,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,188
"411850",2015,14,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,140
"411850",2016,16,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,190
"411850",2017,7,1,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174
"411850",2018,3,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,161
"411850",2019,1,1,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,145
"411850",2020,4,1,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,155
"411850",2021,6,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,148
"411850",2022,0,0,4,0,0,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,147
"411850",2023,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,129
"411860",2012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411860",2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"411860",2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"411860",2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"411860",2018,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"411860",2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411860",2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"411860",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411860",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411860",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411860",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"411860",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411870",2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411870",2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
"411870",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411870",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"411870",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411870",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411870",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411870",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411870",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411870",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411870",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411870",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"411880",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"411880",2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"411880",2015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"411880",2016,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"411880",2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"411880",2019,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"411880",2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18
"411880",2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"411880",2022,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,40
"411880",2023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"411880",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"411880",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"411885",2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411885",2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"411885",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"411885",2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411885",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"411885",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411885",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411885",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411885",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"411885",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411885",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"411885",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"411890",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411890",2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"411890",2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"411890",2015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411890",2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"411890",2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
"411890",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"411890",2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"411890",2022,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"411890",2023,0,0,7,0,0,0,1,1,0,0,4,1,0,1,0,0,1,0,0,0,0,65
"411890",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"411890",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411900",2013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"411900",2015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"411900",2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411900",2018,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411900",2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"411900",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411900",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"411900",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"411900",2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411900",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411900",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411900",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411910",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
"411910",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"411910",2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21
"411910",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
"411910",2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"411910",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
"411910",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41
"411910",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34
"411910",2023,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29
"411910",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"411910",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"411910",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"411915",2012,2,0,29,0,0,7,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,260
"411915",2013,3,2,13,0,3,13,2,3,1,0,0,0,0,4,0,0,0,1,0,0,0,364
"411915",2014,4,1,13,0,4,34,0,1,2,0,0,0,1,11,0,0,0,1,0,0,0,398
"411915",2015,2,1,22,0,3,10,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,365
"411915",2016,3,2,5,0,2,3,1,0,0,1,0,1,0,10,1,0,0,4,0,0,0,419
"411915",2017,2,1,9,0,0,6,0,0,1,0,0,0,1,37,0,0,0,0,0,0,0,372
"411915",2018,3,0,10,0,0,2,1,0,1,0,0,0,1,46,1,0,0,0,0,0,0,464
"411915",2019,2,0,4,0,0,3,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,368
"411915",2020,7,0,10,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,399
"411915",2021,2,0,3,0,0,1,0,0,0,0,0,3,0,83,0,0,0,0,0,0,0,438
"411915",2022,4,0,5,0,0,2,0,0,1,0,0,0,1,43,0,0,0,0,0,0,0,502
"411915",2023,2,0,6,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,479
"411920",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411920",2014,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411920",2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411920",2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411920",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"411920",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411920",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411920",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411920",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411920",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411920",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"411920",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411925",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411925",2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"411925",2015,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411925",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"411925",2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411925",2021,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11
"411925",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
"411925",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
"411925",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411925",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411925",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411925",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411930",2012,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"411930",2013,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"411930",2014,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"411930",2015,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"411930",2016,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61
"411930",2017,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61
"411930",2018,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"411930",2019,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
"411930",2020,2,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51
"411930",2021,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"411930",2022,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"411930",2023,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56
"411940",2012,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,15
"411940",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28
"411940",2016,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32
"411940",2017,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60
"411940",2018,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37
"411940",2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30
"411940",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32
"411940",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33
"411940",2022,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24
"411940",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21
"411940",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"411940",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"411950",2012,1,0,16,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,254
"411950",2013,3,0,12,0,1,7,0,0,2,0,0,2,0,4,0,0,0,1,0,0,0,248
"411950",2014,2,0,15,1,4,17,3,1,0,0,0,1,0,8,1,0,0,0,0,0,0,359
"411950",2015,2,1,5,0,2,9,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,287
"411950",2016,8,0,12,0,2,6,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,313
"411950",2017,5,0,15,0,0,5,0,0,1,0,0,0,1,22,1,0,0,0,0,0,0,310
"411950",2018,4,0,12,0,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,275
"411950",2019,4,0,7,0,0,2,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,280
"411950",2020,5,0,5,0,0,1,0,0,4,0,0,0,1,67,0,0,0,0,0,0,0,345
"411950",2021,2,0,3,0,0,0,0,1,2,0,0,0,0,73,0,0,0,0,0,0,0,340
"411950",2022,4,0,2,0,1,4,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,351
"411950",2023,3,0,8,0,0,3,2,0,0,0,0,0,2,21,0,0,0,0,0,0,0,421
"411960",2012,5,0,7,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,35
"411960",2013,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,44
"411960",2014,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40
"411960",2015,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47
"411960",2016,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"411960",2017,1,0,2,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,32
"411960",2018,2,0,5,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,104
"411960",2019,3,1,4,0,0,1,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,60
"411960",2020,8,0,2,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,58
"411960",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56
"411960",2022,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,62
"411960",2023,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,66
"411965",2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"411965",2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411965",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411965",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411965",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411965",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411965",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411965",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"411965",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411965",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411965",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"411965",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"411970",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"411970",2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
"411970",2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
"411970",2015,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
"411970",2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"411970",2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"411970",2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"411970",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411970",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"411970",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411970",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"411970",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"411980",2012,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
"411980",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
"411980",2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"411980",2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"411980",2017,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"411980",2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"411980",2021,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
"411980",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
"411980",2023,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
"411980",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"411980",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"411980",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"411990",2012,1,0,27,0,0,1,2,1,0,0,2,0,1,2,1,0,0,1,0,0,0,284
"411990",2013,2,3,15,0,1,6,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,230
"411990",2014,1,0,17,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,208
"411990",2015,2,1,5,0,0,5,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,221
"411990",2016,4,2,20,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,253
"411990",2017,4,2,15,0,0,6,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,305
"411990",2018,4,3,9,0,1,6,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,350
"411990",2019,1,1,12,0,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,430
"411990",2020,20,1,4,0,0,3,4,0,3,0,0,0,2,1,0,0,0,0,0,0,0,628
"411990",2021,32,1,1,0,0,1,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,600
"411990",2022,15,1,14,0,1,0,0,0,0,10,4,1,0,33,0,0,0,1,0,0,0,562
"411990",2023,26,1,26,0,1,3,3,0,1,0,6,0,14,133,0,0,0,0,0,0,0,706
"411995",2012,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,29
"411995",2013,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
"411995",2014,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23
"411995",2015,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,21
"411995",2017,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"411995",2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29
"411995",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28
