uf,cod_uf,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total
Paraná,41,2016,104040,1208,3719,45113,986,75.3274,85.0145,29.897,26.8362,102.8889,90.5733,33.5671,49.045,54.7979,65.9224,26.282,15.9182,51026,31.6635,37.2226,28.2009,155066
Paraná,41,2017,103576,1215,4112,47745,1045,75.1598,85.614,30.3013,33.2946,105.7125,90.5733,33.6714,43.1577,60.2578,69.1086,28.2009,24.4465,54117,33.2803,40.2272,29.5441,157701
Paraná,41,2018,100712,1082,4152,49192,1062,72.254,88.9919,31.4198,23.1198,101.6231,90.5733,35.8282,48.3952,41.8684,69.5048,29.5441,13.226,55488,33.6064,41.5218,29.5441,156201
Paraná,41,2019,97491,1034,4026,49812,1105,72.254,90.5733,32.677,24.9051,98.01,90.5733,38.8186,69.5789,43.8908,84.1955,25.4516,13.226,55977,35.1088,42.1619,27.1303,153469
Paraná,41,2020,93139,956,3930,47285,979,72.892,90.5733,32.6715,24.4465,101.6231,90.6676,39.7803,46.9141,41.8684,76.2618,23.9084,13.226,53150,35.0257,42.524,26.0373,146291
Paraná,41,2021,89039,927,3915,47109,985,76.9692,85.0145,33.5671,24.4465,113.1791,90.5733,40.86,39.1149,48.6579,71.5048,28.5866,13.226,52936,36.0588,42.9115,29.5441,141976
Paraná,41,2022,87337,916,3848,47574,961,72.892,85.179,33.6064,26.8362,98.01,85.4733,42.0496,48.6355,43.8908,84.5797,23.6549,13.226,53299,37.9847,44.3257,25.4516,140637
Paraná,41,2023,85446,814,3929,48704,940,79.4614,84.5847,34.3758,24.9051,103.546,85.614,42.0673,48.6355,48.837,84.1955,25.4516,13.226,54387,38.8002,44.8361,28.2009,139836
Paraná,41,2024,75113,732,3718,44383,861,77.0045,85.614,34.8285,26.8362,98.01,88.184,40.885,49.6947,35.6929,84.5847,27.9452,13.226,49694,39.7803,44.1388,29.5441,124808
Santa Catarina,42,2012,57624,806,1652,26850,1840,46.3415,40.3458,20.8295,41.304,67.6192,55.5198,23.1313,38.7961,35.4891,27.6281,18.5857,109.6828,31148,21.4618,26.1202,20.1829,88772
Santa Catarina,42,2013,57465,753,1662,28146,1849,57.9364,43.236,20.9565,41.304,76.1945,54.621,23.4182,41.304,43.2926,28.2464,18.9563,190.9337,32410,22.4625,26.3402,20.6146,89875
Santa Catarina,42,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Catarina,42,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Catarina,42,2016,58876,684,2096,31736,1921,65.4927,43.0315,21.066,44.5417,69.017,53.6862,21.2528,44.5417,56.4862,28.2464,19.5152,223.4633,36437,23.4182,25.2673,21.1575,95313
Santa Catarina,42,2017,59448,898,2205,33869,1915,57.9364,45.3871,21.1575,44.5417,75.5545,53.883,21.2528,44.5417,44.4031,30.3252,21.066,55.5079,38887,24.4231,25.2267,21.1575,98335
Santa Catarina,42,2018,60152,1066,2369,34069,1953,56.8635,50.3014,21.1575,43.6345,65.3504,53.883,21.1808,44.5417,48.3,32.7807,21.066,33.5961,39457,24.9407,25.2673,21.1575,99609
Santa Catarina,42,2019,58689,1044,2245,34227,1825,65.9677,51.5787,21.1808,41.304,78.7156,53.883,21.3298,43.6345,50.8864,33.012,21.1575,33.5961,39341,25.1888,25.3215,22.1897,98032
Santa Catarina,42,2020,58755,996,2465,33895,1803,62.399,46.779,21.1575,44.5417,65.4927,53.6862,21.2528,44.5417,54.163,33.8742,21.1575,33.5961,39159,25.1888,25.2673,21.4618,97916
Santa Catarina,42,2021,56386,1027,2369,34685,2030,63.0873,45.3871,21.2528,41.304,65.4927,52.0876,21.5336,44.5417,58.6831,33.012,21.1575,33.5961,40111,25.2267,26.1473,23.4138,96499
Santa Catarina,42,2022,56907,1064,2407,35709,2113,57.9364,45.3871,21.2528,44.5417,54.1686,53.883,23.1313,44.5417,70.8028,28.1687,21.1575,33.5961,41293,25.2267,26.3402,21.3298,98202
Santa Catarina,42,2023,55383,1029,2376,35732,2281,54.1686,46.779,22.428,44.5417,53.738,53.883,24.7802,44.5417,65.9677,28.1687,21.066,33.5961,41418,25.7263,26.7745,21.3298,96802
Santa Catarina,42,2024,50927,950,2194,33755,1999,54.1686,45.3871,23.4182,44.5417,54.1573,53.2754,25.1888,44.5417,61.1466,26.4395,21.1575,33.5961,38898,25.7804,26.9448,21.1611,89827
Rio Grande do Sul,43,2012,101369,117,10918,24606,1931,108.964,36.2481,24.0002,142.4774,143.3377,32.1152,25.5552,208.3658,41.196,44.0598,22.7506,50.6383,37572,25.5552,25.5552,28.0052,138941
Rio Grande do Sul,43,2013,101672,141,11255,26079,2203,108.964,32.1152,24.7275,119.4824,148.5348,32.1152,25.5552,190.1489,38.0566,36.9379,22.7506,54.9478,39678,25.5552,25.5552,26.2359,141350
Rio Grande do Sul,43,2014,101587,143,11975,27357,2253,99.4225,34.2179,24.8978,160.1788,134.1131,32.1152,25.5552,258.865,36.8982,38.39,21.5303,87.7182,41728,25.892,27.2226,25.0147,143315
Rio Grande do Sul,43,2015,105019,170,12062,28778,2330,97.5209,34.6501,25.4312,98.0452,127.3774,34.6501,25.5552,98.0452,38.0566,34.6501,23.7671,73.4406,43340,27.2851,28.5784,25.1108,148359
Rio Grande do Sul,43,2016,99887,158,11315,27823,2228,93.4923,36.8739,25.3995,88.179,118.1541,36.2463,25.5552,99.2936,37.7624,40.5056,24.0002,63.3791,41524,27.4743,28.8368,25.5564,141411
Rio Grande do Sul,43,2017,99154,172,11588,28431,2223,90.9086,36.2463,25.5552,98.0452,113.6928,36.2463,25.5552,145.8464,38.0566,36.9379,25.0147,50.5668,42414,29.8391,30.1413,28.0052,141568
Rio Grande do Sul,43,2018,96735,198,11523,29104,2487,96.3997,36.0592,25.5552,95.8584,116.1108,34.9953,25.5552,117.5836,37.3389,38.5779,25.5552,50.8224,43312,30.1007,30.422,29.3674,140047
Rio Grande do Sul,43,2019,92099,197,11311,28576,2413,95.4512,36.9379,25.5552,98.0452,118.1541,35.8542,25.5552,119.4824,47.0501,49.268,29.3674,50.5668,42497,30.422,30.422,32.1152,134596
Rio Grande do Sul,43,2020,88979,273,10562,28678,2250,90.9086,36.9379,25.5552,98.0452,123.2278,36.9379,25.5552,98.0452,42.3095,41.8226,29.3674,55.1449,41763,30.422,30.422,32.1152,130742
Rio Grande do Sul,43,2021,83661,216,10072,28338,2159,87.6993,36.9379,25.5552,98.0452,112.8626,36.2582,25.5552,98.0452,43.4444,48.8176,29.9431,61.0949,40785,30.422,30.422,32.4501,124446
Rio Grande do Sul,43,2022,79948,179,10357,28213,2245,90.9086,38.39,25.5552,98.0452,108.964,36.9379,27.1515,106.5541,41.9197,47.7478,22.8605,62.6069,40994,30.422,31.0557,27.395,120942
Rio Grande do Sul,43,2023,79280,208,10395,28867,2224,90.9086,38.39,26.691,98.0452,105.0269,36.9379,27.5585,98.0452,46.515,46.6658,24.109,60.8184,41694,30.9576,31.6315,28.1337,120974
Rio Grande do Sul,43,2024,69635,197,9285,26143,2144,90.9086,38.9781,26.2405,100.3294,108.964,38.39,26.9102,100.3294,50.6397,46.6658,25.5552,114.796,37769,31.0332,31.3075,29.9431,107404
Mato Grosso do Sul,50,2012,37318,458,0,4170,306,196.3066,0,69.7887,119.66,196.3066,0,73.8508,129.6478,196.3066,0,64.2045,119.5898,4934,73.8508,79.0352,69.7887,42252
Mato Grosso do Sul,50,2013,37058,505,0,4360,373,196.3066,0,66.1763,132.8518,196.3066,0,72.1358,132.8518,230.4662,0,62.1593,119.5898,5238,73.8508,74.8175,69.7887,42296
Mato Grosso do Sul,50,2014,38228,577,0,4848,405,196.3066,0,66.1763,119.5898,204.4756,0,73.8508,130.2914,196.3066,0,62.1593,98.7986,5830,73.8508,78.3812,72.1358,44058
Mato Grosso do Sul,50,2015,38158,582,0,5028,374,230.4662,0,72.1358,132.8518,196.3066,0,73.8508,133.9674,245.4016,0,64.2045,102.3542,5984,73.8508,90.542,73.8508,44142
Mato Grosso do Sul,50,2016,36290,519,0,5232,391,196.3066,0,67.5632,119.5898,230.4662,0,73.8508,129.1658,196.3066,0,62.1593,112.8126,6142,73.8508,78.3812,72.1358,42432
Mato Grosso do Sul,50,2017,37901,605,0,5830,411,206.7734,0,72.1358,119.5898,202.1777,0,72.1358,119.5898,230.4662,0,72.1358,106.0353,6846,73.8508,73.8508,73.8508,44747
Mato Grosso do Sul,50,2018,37414,622,0,5904,335,244.5868,0,73.8508,94.4793,213.6778,0,72.1358,119.5898,281.0352,0,73.8508,94.4793,6861,73.8508,73.8508,73.8508,44275
Mato Grosso do Sul,50,2019,37017,559,0,5715,404,230.4662,0,73.8508,132.8518,230.4662,0,74.6757,132.8518,230.4662,0,73.8508,121.5302,6678,78.3812,90.542,73.8508,43695
Mato Grosso do Sul,50,2020,34928,546,0,5488,346,230.4662,0,73.8508,129.1658,250.5124,0,90.542,132.8518,196.3066,0,73.8508,96.1724,6380,79.0352,94.7829,73.8508,41308
Mato Grosso do Sul,50,2021,35362,471,0,5915,425,277.7478,0,73.8508,127.8785,332.6854,0,80.8617,132.8518,208.4444,0,73.8508,84.9581,6811,79.0352,94.7829,73.8508,42173
Mato Grosso do Sul,50,2022,33928,414,0,5728,415,291.0565,0,73.8508,132.8518,332.6854,0,78.3812,132.8518,230.4662,0,73.8508,131.1199,6557,88.9061,90.542,75.1694,40485
Mato Grosso do Sul,50,2023,33106,427,0,6351,349,248.9839,0,74.8175,132.8518,285.5656,0,79.0352,132.8518,196.3066,0,73.8508,62.8888,7127,86.4223,90.542,73.8508,40233
Mato Grosso do Sul,50,2024,27320,398,0,5603,311,250.5124,0,79.0352,138.3186,285.5656,0,89.2856,143.0379,214.643,0,73.8508,132.8518,6312,90.542,94.7829,79.0352,33632
Mato Grosso,51,2012,37662,527,1276,11053,738,258.1802,156.9436,38.0271,155.7691,348.0959,210.3811,7.4376,342.4958,239.0366,144.5304,51.8039,155.7691,13594,51.8039,7.4376,72.2018,51256
Mato Grosso,51,2013,38933,548,1499,11220,839,258.1802,156.9436,39.7652,155.7691,354.8974,202.9043,7.4376,270.4486,239.0366,156.9436,51.8039,155.7691,14106,61.3866,30.6249,74.0686,53039
Mato Grosso,51,2014,40972,557,1776,12300,894,258.1802,156.9436,40.9054,174.0408,258.1802,204.8523,7.4376,385.3849,239.0366,154.7104,60.4843,174.0408,15527,66.8981,34.1525,76.3608,56499
Mato Grosso,51,2015,40903,509,2042,12303,916,258.1802,165.1659,40.9054,200.8223,315.7174,202.9043,7.4376,514.8741,239.0366,156.9436,60.7448,174.0408,15770,69.8756,48.3368,76.3608,56673
Mato Grosso,51,2016,38737,572,1976,11423,823,258.1802,161.9562,46.9991,253.0412,338.7411,202.9043,30.418,407.823,239.0366,156.9436,60.4843,193.0701,14794,71.4168,56.4876,85.2099,53531
Mato Grosso,51,2017,41261,493,2135,12442,938,275.098,156.9436,46.9991,314.0527,338.7411,202.9043,30.418,342.4958,258.1802,156.9436,60.4843,258.4065,16008,70.2808,59.1038,84.5787,57271
Mato Grosso,51,2018,42828,532,1866,12352,1071,258.1802,159.5976,51.8039,318.6326,315.7174,174.2238,38.0271,385.3849,239.0366,156.9436,61.3866,227.04,15821,75.3751,65.661,85.2099,58649
Mato Grosso,51,2019,43163,458,1961,12217,1053,258.1802,181.7221,51.8363,385.3849,258.1802,202.9043,38.0271,572.0327,211.9908,156.9436,67.925,288.068,15689,76.9739,70.0972,89.4652,58852
Mato Grosso,51,2020,41089,459,1898,12643,948,258.1802,161.9562,54.372,399.1212,258.1802,202.9043,38.0271,824.5434,211.9908,156.9436,70.2027,174.0408,15948,75.3751,65.1743,92.0076,57037
Mato Grosso,51,2021,42346,426,1959,11958,1151,258.1802,165.1659,65.1743,442.4358,258.1802,202.9043,61.3866,628.1541,215.8316,156.9436,67.925,346.7254,15494,85.2099,84.4461,85.2099,57841
Mato Grosso,51,2022,41984,476,2034,12386,1289,239.0366,165.1659,68.2287,521.9796,258.1802,204.8523,65.1743,600.9514,202.1179,156.9436,70.2808,407.823,16185,90.3038,91.7831,88.88,58169
Mato Grosso,51,2023,42289,497,2113,12358,1296,258.1802,161.9562,69.8756,471.789,275.098,203.1953,65.6345,534.9025,126.3226,156.9436,72.1507,449.3887,16264,91.7831,91.4816,96.9148,58553
Mato Grosso,51,2024,38595,474,1696,10712,947,258.1802,165.1659,70.0972,565.6279,258.1802,203.1953,66.8981,574.154,147.6717,156.9436,72.1507,494.6585,13829,91.7831,90.8391,102.006,52424
Goiás,52,2012,60497,13582,1778,9284,8126,18.5967,114.4416,40.1803,47.5387,18.5967,138.9393,36.5273,47.5387,18.5967,102.2075,40.1803,57.4255,32770,45.5177,47.5387,40.1803,93274
Goiás,52,2013,60449,13790,1971,9900,8702,18.5967,102.2075,38.3757,49.2875,21.2427,118.7312,36.5273,47.5387,18.5967,102.2075,40.1803,57.4255,34363,45.5177,47.5387,40.1803,94822
Goiás,52,2014,62942,14718,2266,10134,9727,18.5967,102.2075,38.3757,47.5387,21.2427,109.1462,36.5273,47.5387,18.5967,102.2075,38.604,57.4255,36845,45.5177,47.5387,38.604,99798
Goiás,52,2015,63659,14281,2403,10298,10027,18.5967,102.2075,38.5747,47.5387,21.2427,121.9314,36.5273,47.5387,18.5967,102.2075,40.1803,57.4255,37009,45.5177,47.5387,38.3757,100672
Goiás,52,2016,58935,13173,2490,10336,10621,18.5967,102.2075,38.3511,47.5387,33.2252,125.3656,34.6187,47.5387,18.5967,102.2075,40.1803,57.4255,36620,45.5177,47.5387,35.4342,95563
Goiás,52,2017,61257,13238,2451,11016,9556,18.5967,102.2075,36.5273,47.5387,67.2545,108.9162,36.5273,47.5387,18.5967,102.2075,36.0197,57.4255,36261,45.5177,47.5387,36.3097,97520
Goiás,52,2018,61244,13506,2491,11196,10432,18.5967,102.2075,37.8461,47.5387,67.2545,118.7312,42.1125,47.5387,18.5967,102.2075,36.0908,59.4445,37625,45.5177,47.5387,35.5164,98872
Goiás,52,2019,58846,13645,2658,10978,9984,21.2427,102.2075,38.3511,47.5387,81.2437,128.7999,41.8135,47.5387,18.5967,102.2075,36.5273,111.352,37265,45.5177,47.5387,35.6701,96112
Goiás,52,2020,55857,13626,2593,10737,9955,21.2427,102.2075,36.5273,47.5387,57.328,128.7999,38.604,47.5387,18.5967,102.2075,36.0197,111.352,36911,45.5177,47.5387,35.6701,92768
Goiás,52,2021,53536,13643,2513,10734,10532,21.2427,108.9162,36.8664,47.5387,67.2545,159.8029,48.4442,47.5387,18.5967,102.2075,35.3093,106.9115,37422,45.5177,47.5387,35.6343,90961
Goiás,52,2022,51938,13196,2547,10724,11335,21.2427,108.9162,36.8231,47.5387,51.3334,130.916,42.5194,45.5177,18.5967,102.2075,34.6187,77.9702,37802,45.5177,47.5387,32.9455,89745
Goiás,52,2023,53373,12717,3215,11318,11197,21.2427,113.6456,36.5273,47.5387,57.328,130.916,38.604,45.5177,18.5967,102.2075,34.6187,106.9115,38447,45.5177,47.5387,34.6187,91822
Goiás,52,2024,49522,11742,3044,10443,9761,21.2427,108.9162,36.5273,47.5387,83.1439,128.7999,40.6309,45.5177,18.5967,102.2075,33.1639,106.9115,34990,45.5177,47.9104,34.6187,84519
Distrito Federal,53,2012,42765,732,0,0,0,0,0,0,59.4445,0,0,0,595.086,0,0,0,57.4255,732,59.4445,595.086,57.4255,43497
Distrito Federal,53,2013,43866,664,0,0,0,0,0,0,59.4445,0,0,0,533.7222,0,0,0,51.4716,664,59.4445,533.7222,51.4716,44530
Distrito Federal,53,2014,44101,617,0,0,0,0,0,0,59.4445,0,0,0,203.8421,0,0,0,57.4255,617,59.4445,203.8421,57.4255,44721
Distrito Federal,53,2015,45437,685,0,0,0,0,0,0,57.4255,0,0,0,203.8421,0,0,0,57.4255,685,57.4255,203.8421,57.4255,46122
Distrito Federal,53,2016,42740,600,0,0,0,0,0,0,57.4255,0,0,0,984.7194,0,0,0,57.4255,600,57.4255,984.7194,57.4255,43340
Distrito Federal,53,2017,43936,632,0,0,0,0,0,0,59.4445,0,0,0,630.9488,0,0,0,57.4255,632,59.4445,630.9488,57.4255,44568
Distrito Federal,53,2018,43566,629,0,0,0,0,0,0,77.9702,0,0,0,203.8421,0,0,0,59.4445,629,77.9702,203.8421,59.4445,44195
Distrito Federal,53,2019,41839,583,0,0,0,0,0,0,77.9702,0,0,0,218.4823,0,0,0,57.4255,583,77.9702,218.4823,57.4255,42422
Distrito Federal,53,2020,38810,551,0,0,0,0,0,0,77.9702,0,0,0,434.1806,0,0,0,59.4445,551,77.9702,434.1806,59.4445,39361
Distrito Federal,53,2021,37488,547,0,0,0,0,0,0,77.9702,0,0,0,203.8421,0,0,0,59.4445,547,77.9702,203.8421,59.4445,38035
Distrito Federal,53,2022,35462,466,0,0,0,0,0,0,59.4445,0,0,0,57.4255,0,0,0,77.9702,466,59.4445,57.4255,77.9702,35928
Distrito Federal,53,2023,35123,428,0,0,0,0,0,0,77.9702,0,0,0,77.9702,0,0,0,77.9702,428,77.9702,77.9702,77.9702,35551
Distrito Federal,53,2024,29578,370,0,0,0,0,0,0,77.9702,0,0,0,59.4445,0,0,0,77.9702,370,77.9702,59.4445,77.9702,29948
Brasil,55,2012,1595153,36878,129128,474001,53937,97.9959,60.3997,29.9099,57.4255,136.0034,59.4167,28.6967,52.8738,70.9952,61.322,30.1498,65.9222,693944,36.5846,37.0297,35.6701,2289181
Brasil,55,2013,1848330,35316,114099,506428,87022,42.4207,64.7065,26.9121,57.4255,41.2799,62.2544,24.4946,51.6546,49.0472,68.0793,29.6178,74.3623,742865,33.0914,31.1106,35.2209,2591327
Brasil,55,2014,2021744,39549,143594,582132,98895,45.777,61.1198,28.3064,57.4255,42.4207,58.4619,25.7949,49.2875,52.1925,66.3512,30.2812,70.5569,864170,33.9992,33.2539,35.1996,2886027
Brasil,55,2015,2030963,39149,152028,598129,100095,48.8384,61.7613,28.6967,57.4255,43.309,60.036,25.8955,49.2875,57.328,66.6383,30.7115,73.4855,889401,34.3956,33.2539,36.0689,2920445
Brasil,55,2016,1956944,38413,146492,601802,98547,47.95,62.384,28.6983,57.4255,42.4207,60.3997,25.8756,49.2875,58.5584,67.7616,30.8109,73.4855,885254,34.2449,32.8346,36.384,2842279
Brasil,55,2017,2009446,39386,151260,625748,97612,51.3334,63.7506,28.8324,57.5574,46.3023,62.1234,26.3626,49.2875,62.399,67.7616,31.3556,73.4855,914006,34.7156,33.3064,36.5846,2923535
Brasil,55,2018,2012035,41190,156485,634598,100526,56.4664,65.6552,29.2079,57.9111,51.0916,64.4338,26.9448,49.2875,65.0571,67.6651,31.3556,73.4855,932799,35.5164,34.3066,36.6535,2944932
Brasil,55,2019,1935428,39787,155630,619672,98559,60.2337,67.7992,29.7402,59.4445,58.5027,66.3637,28.0202,57.4255,64.6386,68.2323,31.4198,73.4855,913648,36.192,35.7698,36.9109,2849146
Brasil,55,2020,1415583,37252,134847,504376,59897,107.7365,67.5497,32.1848,57.4255,134.6255,66.3637,32.1618,52.9709,80.7278,67.8456,32.3086,72.3221,736372,40.2365,41.7645,37.8449,2152037
Brasil,55,2021,1798413,38574,149805,593977,96248,61.7594,68.2646,30.422,59.4445,58.92,69.5673,28.8067,57.4255,65.6316,68.2323,32.4465,74.4073,878604,37.0771,36.809,37.8449,2677101
Brasil,55,2022,1707544,37123,145622,574778,96804,61.9987,68.2646,30.5046,57.8661,61.9987,68.1559,29.6178,56.8201,65.6316,68.507,31.8117,74.4073,854327,37.1569,36.9235,38.1959,2561922
Brasil,55,2023,1676527,37321,145454,579126,99092,64.8821,70.1098,31.0473,59.4445,64.8821,70.1555,30.422,57.4255,64.5762,69.8939,31.8515,77.9702,860993,37.9592,37.8336,38.1959,2537576
Brasil,55,2024,1484477,34602,131978,519098,89838,64.044,70.4593,31.2421,59.4445,64.8821,72.0937,30.5843,57.4255,60.6826,68.4155,32.7184,81.5243,775516,38.6573,38.3427,39.7428,2260034
