CODMUNRES,ANO,Obito_Materno_investigado_com_Ficha_Sintese,Obito_Materno_investigado_sem_Ficha_Sintese,TOTAL_OBITOS_MATERNOS
290210,2013,2,0,3
290210,2014,1,0,2
290210,2015,0,0,1
290210,2016,0,1,1
290220,2012,1,0,1
290220,2013,1,0,1
290220,2014,1,0,1
290220,2016,2,0,2
290225,2012,0,0,1
290240,2014,1,0,1
290250,2017,0,0,1
290260,2012,1,0,1
290260,2015,1,0,1
290260,2016,0,0,1
290260,2020,0,0,1
290270,2012,1,0,1
290270,2013,1,0,1
290270,2017,2,0,2
290270,2018,0,0,1
290270,2019,1,0,2
290270,2020,2,0,2
290280,2012,1,0,1
290280,2020,1,0,2
290290,2012,0,0,1
290290,2013,1,0,1
290300,2013,2,0,2
290300,2015,1,0,1
290300,2018,1,0,1
290300,2020,1,0,1
290320,2012,1,0,1
290320,2014,4,0,4
290320,2015,1,0,1
290320,2016,1,0,1
290320,2019,1,0,1
290320,2020,5,0,5
290323,2019,1,0,1
290323,2020,1,0,1
290327,2015,1,0,1
290340,2012,2,0,2
290340,2013,4,0,4
290340,2014,1,0,1
290340,2015,1,0,1
290340,2017,1,0,1
290340,2019,1,0,1
290350,2012,1,0,1
290350,2013,1,0,1
290350,2014,1,0,1
290350,2015,1,0,1
290350,2017,1,0,1
290350,2019,0,0,1
290360,2014,1,0,1
290360,2015,1,0,1
290360,2018,1,0,1
290370,2012,1,0,1
290380,2017,1,0,2
290390,2014,3,0,3
290390,2015,3,0,3
290390,2017,3,0,3
290390,2018,1,0,1
290390,2019,3,0,3
290390,2020,4,0,4
290405,2018,1,0,1
290410,2013,0,0,1
290430,2013,1,0,1
290430,2016,1,0,1
290450,2015,1,0,1
290450,2018,1,0,1
290460,2012,0,0,1
290460,2014,1,0,1
290460,2016,1,0,1
290470,2016,1,0,1
290470,2018,1,0,1
290475,2014,1,0,1
290475,2015,1,0,1
290485,2014,1,0,1
290485,2017,1,0,1
290490,2014,1,0,1
290500,2013,1,0,1
290520,2012,1,0,1
290520,2013,3,0,3
290520,2020,0,0,1
290530,2016,1,0,1
290530,2017,1,0,1
290530,2018,1,0,1
290550,2013,0,0,1
290550,2015,1,0,1
290550,2016,1,0,1
290550,2017,1,0,1
290550,2020,1,0,1
290560,2020,0,0,1
290570,2012,4,0,4
290570,2013,4,0,4
290570,2015,1,0,1
290570,2016,1,0,1
290570,2017,2,0,2
290570,2018,1,0,1
290570,2019,0,0,1
290570,2020,3,0,4
290580,2019,0,0,1
290590,2014,1,0,1
290600,2012,1,0,1
290600,2015,2,0,2
290600,2017,1,0,1
290600,2018,0,2,2
290600,2019,0,0,1
290610,2015,1,0,1
290620,2013,1,0,1
290620,2018,1,0,1
290620,2019,1,0,1
290630,2020,1,0,1
290640,2016,0,0,1
290650,2012,1,0,1
290650,2013,1,0,2
290650,2016,0,1,1
290650,2017,2,0,3
290650,2018,0,0,2
290670,2018,1,0,1
290670,2019,0,0,1
290680,2013,1,0,1
290680,2016,0,0,1
290680,2017,0,1,1
290682,2020,0,0,1
290687,2013,0,0,1
290687,2015,0,0,2
290687,2016,0,0,1
290687,2020,1,0,1
290689,2020,1,0,1
290690,2013,1,0,1
290690,2014,1,0,1
290710,2015,1,0,1
290720,2012,2,0,2
290720,2013,2,0,2
290720,2015,1,0,1
290720,2017,1,0,1
290720,2018,1,0,1
290730,2012,0,0,1
290730,2014,1,0,1
290730,2017,1,0,1
290730,2020,1,0,1
290750,2013,1,0,1
290750,2015,2,0,2
290750,2018,2,0,2
290760,2012,0,0,1
290760,2013,0,0,1
290760,2014,1,0,1
290780,2015,1,0,1
290790,2012,1,0,1
290790,2014,0,0,1
290790,2016,1,0,1
290800,2014,1,0,1
290800,2018,1,0,1
290810,2019,1,0,1
290820,2018,1,0,1
290830,2020,1,0,1
290840,2013,1,0,1
290840,2014,1,0,1
290840,2015,0,0,1
290840,2017,1,0,2
290840,2019,0,0,1
290850,2017,0,0,1
290850,2018,0,0,1
290860,2017,1,0,1
290860,2018,1,0,1
290930,2012,1,0,1
290930,2013,1,0,1
290930,2016,1,0,1
290930,2018,0,0,1
290940,2012,1,0,1
290940,2015,1,0,1
290960,2012,1,0,1
290980,2013,1,0,1
290980,2014,1,0,1
290980,2015,1,0,1
290980,2016,1,0,1
290980,2017,2,0,2
290980,2018,1,0,1
290990,2012,1,0,1
290990,2015,1,0,1
290990,2020,2,0,2
291005,2012,0,1,2
291005,2013,1,0,2
291005,2014,1,0,1
291005,2016,1,0,1
291005,2017,1,0,1
291005,2019,1,0,1
291005,2020,2,0,2
291020,2013,1,0,1
291030,2012,1,0,1
291030,2015,1,0,1
291030,2018,1,0,1
291040,2013,1,0,1
291050,2016,2,0,2
291050,2019,1,0,1
291050,2020,1,1,2
291060,2012,1,0,1
291060,2016,1,0,1
291060,2017,1,0,1
291070,2012,0,1,1
291070,2014,1,0,1
291070,2017,1,0,1
291070,2019,1,0,1
291072,2012,1,0,1
291072,2013,1,0,1
291072,2014,2,0,2
291072,2015,2,0,2
291072,2018,1,0,1
291072,2019,1,0,2
291072,2020,2,0,2
291075,2013,1,0,1
291077,2019,0,0,1
291080,2012,1,0,1
291080,2014,4,0,6
291080,2015,5,0,6
291080,2016,6,0,6
291080,2017,5,0,6
291080,2018,2,0,2
291080,2020,0,0,1
291085,2017,1,0,1
291100,2012,1,0,1
291110,2018,0,0,1
291110,2019,0,0,1
291120,2013,1,0,1
291120,2015,1,0,1
291120,2018,0,0,2
291125,2014,1,0,1
291140,2014,2,0,2
291140,2017,1,0,1
291150,2014,1,0,1
291160,2015,1,0,1
291160,2016,1,0,1
291165,2016,1,0,1
291170,2015,1,0,1
291170,2016,3,0,3
291170,2017,1,0,1
291170,2019,3,0,3
291180,2012,1,0,1
291180,2020,0,1,1
291185,2014,1,0,1
291185,2015,1,0,1
291190,2012,1,0,1
291190,2014,0,0,1
291190,2016,0,0,1
291210,2012,1,0,1
291210,2015,1,0,1
291220,2012,1,0,1
291220,2014,2,0,2
291220,2017,1,0,1
291220,2020,1,0,1
291230,2013,1,0,1
291240,2014,2,0,2
291240,2016,1,0,1
291250,2012,1,0,1
291250,2020,0,1,1
291260,2015,1,0,1
291270,2012,2,0,2
291280,2014,1,0,1
291280,2017,1,0,1
291300,2012,1,0,1
291300,2013,1,0,1
291300,2018,1,0,1
291320,2019,1,0,1
291320,2020,0,0,1
291330,2013,1,0,1
291340,2020,0,1,1
291345,2020,0,1,2
291350,2015,1,0,1
291360,2012,1,0,1
291360,2013,2,0,2
291360,2014,0,1,3
291360,2015,1,0,1
291360,2016,1,0,1
291360,2017,2,0,2
291360,2018,2,0,2
291360,2019,1,0,1
291370,2012,0,1,1
291370,2014,0,0,1
291370,2016,1,0,1
291370,2017,1,0,1
291370,2020,1,0,1
291380,2018,1,0,1
291390,2012,1,0,1
291390,2017,3,0,3
291400,2012,1,0,1
291400,2013,1,0,1
291400,2014,1,0,1
291400,2015,0,0,1
291400,2017,0,0,1
291400,2018,0,1,1
291400,2019,0,0,1
291420,2015,1,0,1
291450,2019,0,1,1
291450,2020,1,0,1
291460,2012,1,0,1
291460,2013,2,0,2
291460,2018,2,0,2
291460,2019,1,0,1
291465,2013,1,0,1
291465,2015,1,0,1
291465,2017,1,0,1
291465,2018,2,0,2
291470,2012,0,0,1
291470,2014,2,0,3
291470,2015,1,0,1
291470,2016,1,0,1
291470,2018,1,0,1
291470,2019,1,0,1
291480,2012,3,0,3
291480,2014,1,0,1
291480,2015,3,0,3
291480,2016,2,0,2
291480,2017,3,0,3
291480,2019,3,0,3
291480,2020,2,0,2
291490,2014,0,0,1
291500,2015,1,0,1
291520,2015,1,0,1
291530,2016,1,0,1
291535,2018,0,0,1
291540,2019,0,0,1
291550,2012,1,0,1
291550,2020,1,0,1
291560,2012,2,0,2
291560,2013,2,0,2
291560,2015,1,0,1
291560,2016,0,1,1
291560,2017,1,0,3
291560,2018,1,0,1
291570,2013,1,0,1
291580,2018,2,0,2
291590,2016,1,0,1
291590,2018,1,0,1
291600,2012,1,0,1
291610,2017,0,0,1
291610,2018,1,0,1
291620,2018,1,0,1
291630,2013,1,0,1
291630,2014,1,0,1
291630,2015,1,0,1
291640,2012,1,0,1
291640,2013,2,0,2
291640,2014,1,0,1
291640,2015,2,0,2
291640,2016,3,0,3
291640,2017,3,0,3
291640,2020,2,0,2
291650,2013,1,0,1
291650,2019,3,0,3
291680,2018,1,0,1
291685,2012,1,0,1
291700,2012,3,0,3
291700,2014,0,1,1
291700,2020,0,0,1
291710,2013,1,0,1
291710,2014,1,0,1
291710,2015,1,0,1
291710,2019,1,0,1
291710,2020,0,0,1
291720,2017,1,0,1
291720,2019,1,0,1
291730,2013,1,0,1
291730,2020,1,0,1
291735,2014,1,0,1
291740,2013,1,0,1
291750,2013,1,0,1
291750,2014,0,0,2
291750,2015,3,0,3
291750,2016,1,0,1
291750,2019,1,0,1
291760,2014,1,0,1
291760,2018,2,0,2
291770,2016,0,1,1
291770,2018,0,1,1
291770,2020,0,0,1
291800,2012,2,0,2
291800,2013,2,0,2
291800,2015,2,0,2
291800,2016,1,0,1
291800,2017,0,0,1
291800,2018,1,0,1
291800,2019,1,0,1
291800,2020,2,0,2
291810,2014,1,0,1
291810,2015,2,0,2
291810,2017,1,0,1
291810,2018,1,0,1
291810,2019,1,0,1
291830,2014,1,0,1
291830,2018,1,0,1
291830,2019,0,0,1
291835,2013,1,0,1
291835,2017,2,0,2
291840,2012,5,0,5
291840,2013,4,0,4
291840,2014,6,0,6
291840,2015,3,0,3
291840,2016,3,0,3
291840,2017,4,0,4
291840,2018,1,0,1
291840,2019,1,0,1
291840,2020,5,0,5
291845,2012,0,0,1
291845,2016,0,1,1
291845,2017,1,0,1
291855,2014,1,0,1
291855,2019,1,0,1
291860,2020,1,0,1
291870,2018,1,0,1
291870,2019,1,0,2
291880,2014,1,0,1
291880,2015,2,0,2
291910,2014,0,0,1
291915,2012,0,0,2
291915,2013,0,0,1
291915,2016,1,0,1
291915,2018,1,0,1
291920,2012,1,1,2
291920,2013,0,1,2
291920,2015,2,1,3
291920,2017,0,2,4
291920,2018,0,0,1
291920,2020,5,0,5
291930,2020,1,0,1
291940,2017,0,0,1
291950,2020,1,0,1
291955,2013,0,0,1
291955,2016,0,0,3
291955,2017,2,1,3
291955,2018,3,0,3
291955,2019,2,0,2
291960,2014,1,0,1
291970,2013,1,0,1
291980,2012,1,0,1
291980,2017,0,1,1
291980,2019,0,0,1
291980,2020,0,1,1
291992,2012,1,0,1
291992,2014,1,0,1
292000,2019,1,0,1
292020,2016,1,0,1
292040,2017,1,0,1
292045,2016,0,0,1
292050,2012,1,0,1
292050,2014,2,0,2
292050,2015,1,0,1
292050,2016,1,0,1
292070,2012,1,0,1
292070,2015,1,0,1
292070,2018,0,0,1
292090,2014,2,0,2
292100,2012,1,0,1
292100,2018,1,0,1
292120,2013,0,0,1
292120,2016,1,0,1
292120,2020,1,0,1
292145,2015,0,0,1
292145,2016,0,0,1
292145,2019,1,0,1
292150,2013,1,0,2
292150,2014,2,0,2
292150,2016,1,0,1
292170,2013,2,0,2
292170,2018,1,0,1
292170,2019,1,0,1
292180,2013,1,0,1
292190,2013,1,0,1
292200,2013,2,0,2
292200,2019,1,0,2
292210,2017,1,0,1
292210,2019,0,0,1
292240,2012,1,0,1
292250,2013,1,0,1
292260,2012,1,0,1
292265,2017,1,0,1
292270,2015,0,0,1
292273,2012,0,0,1
292285,2018,1,0,1
292285,2019,0,0,1
292300,2012,0,1,1
292300,2013,1,0,1
292300,2015,0,0,1
292300,2019,0,0,1
292310,2012,2,0,2
292320,2016,2,0,2
292330,2015,1,0,1
292330,2018,1,0,1
292335,2013,0,0,1
292335,2017,1,0,1
292340,2018,0,0,1
292360,2012,1,0,1
292370,2013,1,0,1
292370,2014,1,0,1
292370,2019,0,0,1
292370,2020,0,0,1
292380,2012,1,0,1
292400,2012,5,0,5
292400,2015,0,1,1
292400,2016,1,0,1
292400,2018,2,0,2
292400,2019,1,0,1
292400,2020,1,0,2
292405,2012,0,0,1
292405,2015,1,0,1
292420,2019,1,0,1
292430,2017,2,0,2
292440,2013,1,0,1
292440,2017,1,0,1
292440,2020,1,0,1
292450,2013,1,0,1
292465,2013,1,0,1
292465,2015,0,0,1
292467,2012,2,0,2
292470,2015,1,0,1
292480,2019,1,0,1
292510,2012,1,0,1
292510,2013,2,0,2
292510,2015,1,0,1
292510,2020,1,0,1
292520,2019,0,0,1
292520,2020,1,0,1
292525,2016,1,0,1
292525,2017,1,0,1
292530,2012,2,0,2
292530,2013,3,0,3
292530,2015,3,0,3
292530,2016,1,0,1
292530,2017,1,0,2
292530,2018,2,1,3
292530,2019,1,0,1
292530,2020,3,0,4
292540,2020,0,1,2
292550,2016,0,1,1
292560,2013,0,0,1
292570,2012,1,0,1
292570,2013,1,0,1
292575,2014,1,0,1
292580,2013,0,0,1
292580,2015,0,0,1
292590,2015,0,0,1
292590,2019,1,0,1
292593,2015,1,0,1
292600,2013,1,0,1
292600,2015,1,0,1
292600,2017,3,0,3
292600,2018,1,0,1
292610,2013,0,1,1
292620,2018,1,0,1
292630,2013,2,0,2
292630,2016,0,0,1
292630,2017,0,0,1
292630,2019,0,0,1
292640,2014,1,0,1
292640,2017,1,0,1
292660,2012,1,0,1
292660,2013,1,0,1
292660,2016,0,0,1
292660,2018,1,0,1
292660,2019,1,0,1
292660,2020,1,0,1
292670,2012,1,0,1
292680,2015,1,0,1
292700,2014,1,0,1
292700,2016,0,0,1
292700,2017,1,0,1
292700,2020,1,0,2
292710,2013,1,0,1
292710,2016,1,0,1
292720,2016,1,0,1
292720,2018,3,0,3
292720,2019,0,0,1
292730,2017,1,0,1
292730,2019,1,0,1
292740,2012,23,1,24
292740,2013,22,1,24
292740,2014,30,1,33
292740,2015,21,1,22
292740,2016,20,0,22
292740,2017,17,0,18
292740,2018,16,1,17
292740,2019,17,0,18
292740,2020,28,1,35
292760,2015,1,0,1
292770,2013,1,0,1
292770,2015,1,0,1
292800,2014,1,0,1
292805,2016,1,0,1
292810,2012,2,0,2
292810,2019,0,0,1
292820,2019,0,0,1
292820,2020,0,1,1
292830,2016,0,0,1
292840,2012,1,0,1
292840,2013,1,0,1
292840,2015,1,0,1
292870,2015,2,0,2
292870,2016,1,0,1
292870,2017,1,0,1
292870,2018,1,0,1
292870,2019,2,0,2
292870,2020,1,0,1
292880,2015,2,0,2
292880,2016,2,0,2
292880,2017,0,0,1
292880,2019,0,0,1
292895,2019,1,0,1
292900,2013,1,0,1
292905,2016,1,0,1
292910,2014,1,0,1
292910,2018,0,0,1
292920,2019,1,0,1
292920,2020,0,0,2
292925,2017,1,0,1
292930,2015,1,0,1
292935,2014,1,0,1
292940,2018,0,0,1
292950,2015,1,0,1
292950,2016,2,0,2
292960,2019,1,0,1
292970,2013,1,0,1
292970,2015,0,0,1
292970,2018,1,0,1
292980,2013,1,0,1
292990,2013,1,0,1
292990,2014,0,0,1
292990,2015,1,0,1
292990,2017,0,0,1
293010,2012,1,0,1
293010,2013,1,0,1
293010,2014,1,0,1
293010,2016,1,0,1
293010,2017,1,0,1
293010,2018,1,0,1
293010,2019,0,1,1
293015,2014,0,0,2
293015,2017,1,0,1
293020,2016,1,0,1
293040,2016,0,0,1
293040,2020,1,0,1
293050,2013,0,0,1
293050,2015,1,0,1
293050,2016,0,0,1
293050,2018,1,0,1
293050,2019,0,0,1
293050,2020,2,0,2
293060,2014,1,0,1
293060,2020,1,0,1
293070,2012,1,1,2
293070,2013,1,0,1
293070,2014,1,0,1
293070,2015,1,0,1
293070,2016,1,0,1
293070,2018,1,0,1
293070,2020,1,0,1
293076,2020,1,0,1
293077,2014,1,0,1
293080,2013,2,0,2
293080,2017,1,0,1
293080,2018,0,0,1
293100,2013,1,0,1
293100,2014,1,0,1
293105,2017,0,0,1
293105,2020,0,0,1
293110,2018,1,0,1
293120,2018,1,0,1
293130,2014,0,1,1
293130,2018,1,0,1
293135,2012,0,0,2
293135,2014,1,0,1
293135,2016,1,0,1
293135,2017,1,0,1
293135,2018,1,0,1
293135,2020,3,0,3
293140,2020,1,0,1
293160,2014,0,0,1
293160,2015,1,0,1
293160,2017,1,0,1
293180,2016,1,0,1
293190,2012,1,0,2
293190,2015,1,0,1
293190,2018,0,0,1
293200,2016,1,0,1
293200,2020,1,0,1
293210,2015,1,0,1
293210,2016,1,0,1
293220,2013,1,0,1
293220,2017,1,0,1
293245,2012,1,0,1
293250,2014,1,0,1
293250,2015,1,0,1
293250,2016,1,0,1
293270,2014,1,0,1
293280,2016,0,0,1
293280,2017,1,0,1
293290,2012,1,0,1
293290,2013,2,0,2
293290,2014,2,0,3
293290,2015,1,0,1
293290,2017,1,0,2
293290,2020,0,1,1
293300,2012,1,0,1
293305,2018,0,0,1
293315,2017,1,0,1
293317,2013,1,0,1
293320,2013,1,0,1
293320,2020,0,0,1
293325,2015,0,0,1
293325,2016,0,0,1
293330,2012,4,0,4
293330,2013,6,1,7
293330,2014,4,0,5
293330,2015,1,0,1
293330,2016,2,0,2
293330,2017,2,0,2
293330,2018,2,0,2
293330,2019,3,0,3
293330,2020,5,0,5
293340,2018,0,0,1
293350,2020,0,0,1
293360,2015,0,0,1
293360,2019,1,0,1
293360,2020,1,0,1
310020,2019,1,0,1
310060,2014,0,0,1
310060,2017,1,0,1
310090,2014,1,0,1
310110,2012,1,0,1
310110,2015,1,0,1
310110,2017,1,0,1
310160,2012,3,0,3
310160,2015,1,0,1
310160,2018,1,0,1
310160,2020,1,0,1
310163,2015,1,0,1
310170,2013,2,0,2
310170,2020,1,0,1
310190,2015,1,0,1
310200,2017,1,0,1
310200,2020,1,0,1
310210,2014,1,0,1
310210,2015,1,0,1
310220,2019,1,0,1
310230,2017,1,0,1
310230,2020,1,0,1
310240,2014,1,0,1
310260,2013,1,0,1
310270,2014,1,0,1
310285,2014,1,0,1
310285,2017,1,0,1
310300,2015,1,0,1
310350,2013,1,0,1
310350,2014,1,0,1
310350,2015,1,0,1
310350,2016,1,0,1
310370,2020,1,0,1
310375,2012,1,0,1
310400,2012,2,0,2
310400,2013,1,0,1
310400,2014,2,0,2
310400,2017,2,0,2
310400,2020,3,0,3
310420,2012,1,0,1
310420,2019,1,0,1
310470,2015,1,0,1
310540,2017,1,0,1
310540,2018,1,0,1
310560,2013,1,0,1
310560,2014,1,0,1
310560,2018,1,0,1
310570,2017,1,0,1
310620,2012,13,0,13
310620,2013,12,0,12
310620,2014,13,0,13
310620,2015,9,0,9
310620,2016,12,0,12
310620,2017,5,0,5
310620,2018,17,0,17
310620,2019,13,0,13
310620,2020,9,0,9
310630,2019,1,0,1
310660,2013,1,0,1
310670,2012,1,0,1
310670,2013,3,0,3
310670,2014,4,0,4
310670,2015,3,0,3
310670,2016,4,0,5
310670,2017,3,0,3
310670,2018,4,0,4
310670,2019,3,0,3
310670,2020,1,0,1
310690,2016,1,0,1
310710,2014,1,0,1
310710,2015,1,0,1
310710,2018,1,0,1
310710,2019,1,0,1
310710,2020,1,0,1
310730,2013,2,0,2
310730,2014,1,0,1
310730,2015,1,0,1
310730,2020,1,0,1
310740,2016,1,0,1
310740,2018,2,0,2
310770,2016,1,0,1
310780,2012,1,0,1
310780,2014,1,0,1
310800,2017,1,0,1
310800,2019,1,0,1
310800,2020,1,0,1
310810,2019,1,0,1
310825,2018,1,0,1
310825,2019,1,0,1
310855,2013,1,0,1
310855,2017,1,0,1
310855,2019,1,0,1
310855,2020,1,0,1
310860,2015,1,0,1
310910,2020,1,0,1
310920,2013,1,0,1
310920,2014,1,0,1
310940,2013,1,0,1
310940,2015,1,0,1
310960,2016,1,0,1
310960,2017,1,0,1
311000,2012,1,0,1
311000,2014,1,0,1
311000,2016,1,0,1
311000,2018,2,0,2
311020,2019,1,0,1
311030,2020,1,0,1
311060,2018,1,0,1
311070,2013,1,0,1
311100,2015,1,0,1
311110,2014,1,0,1
311115,2018,1,0,1
311120,2017,3,0,3
311150,2013,1,0,1
311150,2017,1,0,1
311200,2015,1,0,1
311250,2016,1,0,1
311270,2019,1,0,1
311280,2018,1,0,1
311300,2019,1,0,1
311310,2019,1,0,1
311320,2017,1,0,1
311340,2013,2,0,2
311340,2016,1,0,1
311340,2017,1,0,1
311340,2018,2,0,2
311370,2016,1,0,1
311370,2018,1,0,1
311370,2020,2,0,2
311430,2012,1,0,1
311430,2020,1,0,1
311440,2015,1,0,1
311450,2018,1,0,1
311455,2017,1,0,1
311455,2019,1,0,1
311530,2012,2,0,2
311530,2014,1,0,1
311530,2015,1,0,1
311530,2017,1,0,1
311530,2018,3,0,3
311530,2020,1,0,1
311535,2015,1,0,1
311535,2017,1,0,1
311535,2020,1,0,1
311550,2014,1,0,1
311610,2018,1,0,1
311615,2016,1,0,1
311615,2019,1,0,1
311650,2017,1,0,1
311660,2018,1,0,1
311700,2013,1,0,1
311730,2018,1,0,1
311730,2020,1,0,1
311750,2014,1,0,1
311750,2019,1,0,1
311760,2014,1,0,1
311770,2013,2,0,2
311787,2012,1,0,1
311787,2016,1,0,1
311790,2014,1,0,1
311790,2019,1,0,1
311800,2017,1,0,1
311800,2020,2,0,2
311830,2014,2,0,2
311840,2013,1,0,1
311840,2016,1,0,1
311860,2012,4,0,4
311860,2013,4,0,4
311860,2014,8,0,8
311860,2015,7,0,7
311860,2016,9,0,9
311860,2017,3,0,3
311860,2018,1,0,1
311860,2019,5,0,5
311860,2020,3,0,3
311900,2018,1,0,1
311910,2013,1,0,1
311910,2020,1,0,1
311920,2019,1,0,1
311940,2013,2,0,2
311940,2014,2,0,2
311940,2016,1,0,1
311940,2020,1,0,1
311990,2018,1,0,1
312000,2013,1,0,1
312000,2018,1,0,1
312020,2016,1,0,1
312030,2012,1,0,1
312030,2015,1,0,1
312040,2020,1,0,1
312080,2017,1,0,1
312087,2015,1,0,1
312087,2016,1,0,1
312090,2016,2,0,2
312100,2013,2,0,2
312125,2015,1,0,1
312150,2013,1,0,1
312160,2014,1,0,1
312160,2015,4,0,4
312160,2016,1,0,1
312160,2020,1,0,1
312220,2020,1,0,1
312230,2015,2,0,2
312230,2016,2,0,2
312230,2017,4,0,4
312230,2019,1,0,1
312230,2020,1,0,1
312235,2016,1,0,1
312235,2018,1,0,1
312260,2014,1,0,1
312370,2020,1,0,1
312385,2019,1,0,1
312390,2016,1,0,1
312390,2020,1,0,1
312400,2013,1,0,1
312400,2015,1,0,1
312410,2013,2,0,2
312410,2019,1,0,1
312430,2012,1,0,1
312430,2013,1,0,1
312490,2013,1,0,1
312490,2016,1,0,1
312490,2018,1,0,1
312500,2013,1,0,1
312560,2017,1,0,1
312570,2016,1,0,1
312590,2018,1,0,1
312610,2015,2,0,2
312610,2017,1,0,1
312610,2019,1,0,1
312620,2014,1,0,1
312650,2020,1,0,1
312670,2014,1,0,1
312670,2020,1,0,1
312695,2018,1,0,1
312705,2020,1,0,1
312710,2013,1,0,1
312710,2018,1,0,1
312720,2020,1,0,1
312735,2015,1,0,1
312740,2020,1,0,1
312770,2012,1,0,1
312770,2014,1,0,1
312770,2015,1,0,1
312770,2016,1,0,1
312770,2017,5,0,5
312770,2018,5,0,5
312770,2019,3,0,3
312770,2020,2,0,2
312800,2013,1,0,1
312800,2018,1,0,1
312850,2020,1,0,1
312870,2013,1,0,1
312870,2015,1,0,1
312870,2018,1,0,1
312870,2020,1,0,1
312930,2014,1,0,1
312950,2017,1,0,1
312980,2012,1,0,1
312980,2013,1,0,1
312980,2014,1,0,1
312980,2015,1,0,1
312980,2016,1,0,1
312980,2017,1,0,1
312980,2018,1,0,1
312980,2019,2,0,2
312980,2020,2,0,2
313000,2015,1,0,1
313005,2017,1,0,1
313010,2016,1,0,1
313020,2017,1,0,1
313040,2017,1,0,1
313050,2012,1,0,1
313050,2020,1,0,1
313060,2012,1,0,1
313090,2015,1,0,1
313110,2015,1,0,1
313120,2015,1,0,1
313130,2014,3,0,3
313130,2015,2,0,2
313130,2016,1,0,1
313130,2017,2,0,2
313130,2018,1,0,1
313130,2020,2,0,2
313190,2012,1,0,1
313190,2013,1,0,1
313190,2016,2,0,2
313190,2017,1,0,1
313190,2018,1,0,1
313210,2015,1,0,1
313210,2019,1,0,1
313220,2018,1,0,1
313230,2012,1,0,1
313230,2013,1,0,1
313240,2017,1,0,1
313250,2012,1,0,1
313250,2013,1,0,1
313270,2012,1,0,1
313270,2016,1,0,1
313310,2016,1,0,1
313310,2020,1,0,1
313320,2013,1,0,1
313330,2012,1,0,1
313330,2014,1,0,1
313330,2015,1,0,1
313340,2017,1,0,1
313360,2015,1,0,1
313360,2017,1,0,1
313375,2015,1,0,1
313380,2013,1,0,1
313380,2014,2,0,2
313380,2015,1,0,1
313380,2019,1,0,1
313380,2020,1,0,1
313410,2020,0,1,1
313420,2015,2,0,2
313420,2017,1,0,1
313420,2019,2,0,2
313430,2013,1,0,1
313440,2016,1,0,1
313440,2017,3,0,3
313440,2018,2,0,2
313440,2019,1,0,1
313460,2020,1,0,1
313470,2016,1,0,1
313500,2017,1,0,1
313505,2012,2,0,2
313505,2016,1,0,1
313505,2020,2,0,2
313510,2012,1,0,1
313510,2014,1,0,1
313510,2015,2,0,2
313510,2016,1,0,1
313510,2017,1,0,1
313520,2014,1,0,1
313520,2015,1,0,1
313580,2013,1,0,1
313580,2015,1,0,1
313580,2016,1,0,1
313580,2018,1,0,1
313610,2018,1,0,1
313620,2013,1,0,1
313620,2015,1,0,1
313620,2017,1,0,1
313620,2018,1,0,1
313630,2013,1,0,1
313640,2015,1,0,1
313640,2017,1,0,1
313655,2012,1,0,1
313657,2017,1,0,1
313665,2014,1,0,1
313670,2012,3,0,3
313670,2013,2,0,2
313670,2014,4,0,4
313670,2015,4,0,4
313670,2016,5,0,5
313670,2017,2,0,2
313670,2018,6,0,6
313670,2019,3,0,3
313670,2020,2,0,2
313700,2014,1,0,1
313710,2020,1,0,1
313720,2016,1,0,1
313720,2018,1,0,1
313720,2019,1,0,1
313730,2013,1,0,1
313730,2016,1,0,1
313740,2018,1,0,1
313750,2017,1,0,1
313750,2020,1,0,1
313753,2014,1,0,1
313760,2015,1,0,1
313770,2014,1,0,1
313770,2019,1,0,1
313770,2020,1,0,1
313780,2018,1,0,1
313820,2013,1,0,1
313820,2014,1,0,1
313820,2015,1,0,1
313820,2016,1,0,1
313820,2019,1,0,1
313840,2013,1,0,1
313890,2016,1,0,1
313900,2019,1,0,1
313900,2020,1,0,1
313920,2012,1,0,1
313930,2012,1,0,1
313930,2018,1,0,1
313940,2016,1,0,1
313940,2017,1,0,1
313940,2018,1,0,1
313950,2017,1,0,1
313960,2020,0,1,1
313980,2019,1,0,1
314000,2017,0,0,1
314000,2020,2,0,2
314015,2012,2,0,2
314050,2012,1,0,1
314070,2017,1,0,1
314085,2013,1,0,1
314085,2015,1,0,1
314090,2012,1,0,1
314100,2014,1,0,1
314110,2014,1,0,1
314110,2015,2,0,2
314110,2019,2,0,2
314140,2013,1,0,1
314140,2015,1,0,1
314180,2019,1,0,1
314200,2017,1,0,1
314210,2017,1,0,1
314250,2017,1,0,1
314250,2018,1,0,1
314260,2016,1,0,1
314270,2013,1,0,1
314270,2014,1,0,1
314270,2015,1,0,1
314280,2016,1,0,1
314280,2019,1,0,1
314280,2020,1,0,1
314310,2014,1,0,1
314310,2017,1,0,1
314315,2020,1,0,1
314330,2012,5,0,5
314330,2013,6,0,6
314330,2014,4,0,4
314330,2015,3,0,3
314330,2016,3,0,3
314330,2017,1,0,1
314330,2018,3,0,3
314330,2020,3,0,3
314340,2017,1,0,1
314345,2016,1,0,1
314350,2017,1,0,1
314390,2014,1,0,1
314390,2015,1,0,1
314390,2016,1,0,1
314400,2019,1,0,1
314400,2020,1,0,1
314410,2018,1,0,1
