"CD_MUNICIPIO_BENEFICIARIO","ano","ans_30_a_39","ans_40_a_49","ans_menor_30","ans_total"
420590,2019,3,0,3,6
420590,2020,1,0,0,1
420590,2021,5,0,4,9
420590,2022,4,3,2,9
420600,2015,0,0,1,1
420600,2016,2,0,2,4
420600,2017,2,0,0,2
420600,2018,1,0,0,1
420600,2020,0,1,1,2
420600,2021,0,1,0,1
420610,2018,0,0,2,2
420620,2017,1,0,1,2
420620,2018,1,1,1,3
420620,2019,1,0,1,2
420620,2020,1,0,1,2
420620,2022,1,0,0,1
420630,2017,1,0,2,3
420630,2018,0,0,1,1
420630,2019,2,0,0,2
420630,2020,0,0,1,1
420630,2021,1,0,1,2
420640,2016,1,0,0,1
420640,2018,1,0,0,1
420640,2019,1,0,0,1
420640,2021,2,0,0,2
420650,2015,3,1,2,6
420650,2016,1,1,3,5
420650,2017,3,1,2,6
420650,2018,4,2,0,6
420650,2019,10,0,2,12
420650,2020,4,2,2,8
420650,2021,11,4,3,18
420650,2022,12,1,2,15
420660,2020,1,0,0,1
420665,2016,0,0,1,1
420665,2017,0,0,1,1
420665,2018,0,0,1,1
420665,2019,0,0,1,1
420670,2015,1,0,0,1
420670,2017,2,0,0,2
420670,2019,3,1,1,5
420670,2020,0,0,2,2
420670,2021,2,0,0,2
420670,2022,1,1,0,2
420675,2022,1,0,0,1
420680,2016,0,1,0,1
420680,2018,0,1,0,1
420690,2019,1,0,0,1
420700,2015,5,0,6,11
420700,2016,9,1,8,18
420700,2017,4,1,2,7
420700,2018,7,0,1,8
420700,2019,3,0,2,5
420700,2020,3,1,1,5
420700,2021,7,0,0,7
420700,2022,4,0,0,4
420710,2017,1,0,1,2
420720,2016,0,0,1,1
420720,2017,0,0,2,2
420720,2022,0,0,1,1
420730,2016,3,0,0,3
420730,2017,1,0,1,2
420730,2018,1,0,1,2
420730,2019,2,0,1,3
420730,2020,3,0,1,4
420730,2021,2,1,2,5
420730,2022,4,1,2,7
420750,2015,5,0,6,11
420750,2016,2,0,1,3
420750,2017,4,0,2,6
420750,2018,5,1,2,8
420750,2019,7,0,3,10
420750,2020,4,0,3,7
420750,2021,5,1,2,8
420750,2022,3,0,2,5
420757,2020,1,0,0,1
420760,2019,1,0,0,1
420765,2015,1,0,0,1
420765,2017,1,0,0,1
420765,2019,3,0,0,3
420765,2021,2,0,1,3
420765,2022,1,0,0,1
420768,2017,1,0,0,1
420770,2015,0,1,1,2
420770,2016,0,1,0,1
420770,2019,1,0,0,1
420770,2022,2,0,0,2
420775,2016,1,0,0,1
420775,2017,0,0,1,1
420780,2015,1,0,0,1
420780,2019,2,0,0,2
420780,2020,1,0,0,1
420790,2015,0,0,1,1
420790,2018,1,0,1,2
420790,2019,1,0,0,1
420790,2020,1,0,0,1
420790,2021,4,0,0,4
420800,2017,0,0,2,2
420800,2018,0,0,2,2
420800,2022,0,1,0,1
420810,2020,1,0,0,1
420820,2015,13,2,3,18
420820,2016,10,0,3,13
420820,2017,9,2,4,15
420820,2018,9,3,4,16
420820,2019,3,1,4,8
420820,2020,7,0,4,11
420820,2021,1,3,4,8
420820,2022,9,2,4,15
420830,2015,3,1,1,5
420830,2016,0,0,1,1
420830,2017,0,2,0,2
420830,2018,1,1,0,2
420830,2020,2,0,1,3
420830,2021,1,1,0,2
420840,2015,2,0,1,3
420840,2017,1,0,1,2
420840,2019,1,0,1,2
420840,2020,1,0,2,3
420840,2021,0,0,2,2
420840,2022,1,0,0,1
420845,2015,1,0,0,1
420845,2016,0,1,1,2
420845,2017,1,0,0,1
420845,2019,3,1,1,5
420845,2020,1,0,1,2
420845,2021,0,0,1,1
420845,2022,1,0,1,2
420850,2017,2,0,0,2
420850,2019,1,0,0,1
420850,2021,2,0,0,2
420850,2022,2,0,0,2
420870,2022,1,1,0,2
420880,2016,0,0,1,1
420880,2017,1,0,0,1
420880,2018,0,0,1,1
420880,2019,2,0,0,2
420880,2020,2,1,0,3
420880,2021,1,0,0,1
420880,2022,2,0,1,3
420890,2015,5,1,6,12
420890,2016,10,2,6,18
420890,2017,19,3,5,27
420890,2018,34,5,16,55
420890,2019,18,2,9,29
420890,2020,24,6,11,41
420890,2021,24,9,13,46
420890,2022,24,7,18,49
420900,2015,3,1,3,7
420900,2016,4,0,1,5
420900,2017,2,0,1,3
420900,2018,1,1,0,2
420900,2020,2,2,0,4
420900,2021,3,0,1,4
420900,2022,4,1,0,5
420910,2015,59,7,39,105
420910,2016,65,7,46,118
420910,2017,35,9,22,66
420910,2018,57,9,24,90
420910,2019,39,12,25,76
420910,2020,33,8,29,70
420910,2021,32,14,27,73
420910,2022,56,9,29,94
420920,2021,0,1,0,1
420930,2015,3,0,1,4
420930,2016,3,0,2,5
420930,2017,7,0,2,9
420930,2018,4,1,4,9
420930,2019,6,2,0,8
420930,2020,6,2,2,10
420930,2021,7,0,3,10
420930,2022,9,1,1,11
420940,2016,3,0,1,4
420940,2017,2,1,2,5
420940,2018,3,1,0,4
420940,2019,1,0,0,1
420940,2020,5,0,2,7
420940,2021,1,0,1,2
420940,2022,1,0,2,3
420945,2017,1,0,0,1
420950,2018,0,0,1,1
420950,2019,0,0,1,1
420960,2018,1,0,0,1
420960,2022,1,0,0,1
420970,2021,0,0,1,1
420985,2016,1,0,0,1
420985,2017,0,1,0,1
420985,2018,0,1,0,1
420985,2019,0,0,1,1
421000,2017,1,0,1,2
421000,2019,3,0,0,3
421000,2020,4,0,2,6
421000,2021,2,0,0,2
421000,2022,2,0,2,4
421003,2015,1,0,0,1
421003,2017,1,0,0,1
421003,2019,1,0,0,1
421003,2021,1,0,0,1
421010,2018,1,0,0,1
421010,2019,1,0,1,2
421010,2021,1,0,1,2
421020,2016,1,0,0,1
421020,2017,1,0,0,1
421020,2018,0,0,1,1
421030,2015,0,0,1,1
421040,2015,1,0,0,1
421040,2016,1,0,2,3
421040,2017,2,0,0,2
421040,2019,1,0,0,1
421040,2021,0,0,1,1
421040,2022,3,0,0,3
421050,2015,4,0,1,5
421050,2016,2,1,1,4
421050,2017,5,1,3,9
421050,2018,4,0,0,4
421050,2019,1,0,2,3
421050,2020,1,1,2,4
421050,2021,0,0,2,2
421050,2022,3,1,5,9
421060,2016,0,0,1,1
421060,2019,1,1,0,2
421060,2021,6,0,0,6
421080,2018,1,0,0,1
421100,2015,1,0,0,1
421100,2017,1,0,0,1
421100,2018,1,0,0,1
421100,2020,1,0,0,1
421100,2022,1,0,2,3
421105,2016,0,0,1,1
421105,2020,0,0,1,1
421105,2021,0,0,1,1
421105,2022,0,0,1,1
421120,2015,2,0,0,2
421120,2016,1,0,1,2
421120,2017,0,1,0,1
421120,2018,0,0,1,1
421120,2019,1,0,0,1
421120,2020,3,1,0,4
421120,2021,0,1,1,2
421120,2022,2,0,0,2
421130,2015,1,0,1,2
421130,2016,1,0,1,2
421130,2017,0,1,2,3
421130,2018,2,1,2,5
421130,2019,1,0,2,3
421130,2020,2,0,0,2
421130,2021,1,3,0,4
421130,2022,3,0,2,5
421150,2017,1,0,0,1
421150,2022,1,0,0,1
421160,2015,3,0,0,3
421160,2016,2,0,1,3
421160,2021,1,0,0,1
421160,2022,0,0,1,1
421165,2018,1,0,0,1
421170,2015,0,0,1,1
421170,2017,0,1,1,2
421170,2018,1,0,0,1
421170,2019,1,0,0,1
421170,2021,2,0,1,3
421170,2022,2,0,3,5
421175,2015,0,0,1,1
421175,2016,1,0,0,1
421175,2017,2,0,4,6
421175,2018,1,0,0,1
421175,2019,1,0,2,3
421175,2020,1,1,4,6
421180,2022,0,0,1,1
421185,2016,1,0,0,1
421190,2015,24,3,10,37
421190,2016,24,6,6,36
421190,2017,23,2,10,35
421190,2018,16,3,10,29
421190,2019,17,3,6,26
421190,2020,28,3,6,37
421190,2021,22,7,7,36
421190,2022,23,4,5,32
421200,2022,1,0,0,1
421210,2018,1,0,1,2
421210,2020,2,0,2,4
421220,2015,0,0,2,2
421220,2016,2,0,0,2
421220,2017,1,0,0,1
421220,2018,1,0,1,2
421220,2019,1,0,0,1
421220,2020,1,0,1,2
421220,2021,1,0,0,1
421225,2016,2,0,0,2
421227,2017,0,0,1,1
421230,2015,1,0,0,1
421240,2017,1,0,0,1
421240,2018,1,0,0,1
421240,2021,1,0,0,1
421250,2015,1,0,2,3
421250,2017,1,0,0,1
421250,2018,2,0,0,2
421250,2019,1,0,0,1
421250,2021,0,0,1,1
421260,2022,0,0,1,1
421265,2022,1,0,0,1
421270,2021,1,0,0,1
421280,2015,1,0,0,1
421280,2017,1,0,0,1
421280,2018,0,1,1,2
421290,2015,0,0,1,1
421290,2016,0,1,0,1
421290,2019,2,0,1,3
421290,2020,2,0,0,2
421290,2022,1,0,1,2
421300,2016,0,0,1,1
421300,2018,2,0,0,2
421300,2019,1,0,0,1
421300,2021,0,0,1,1
421300,2022,2,0,0,2
421310,2015,2,0,0,2
421310,2017,0,0,1,1
421310,2019,1,0,0,1
421310,2020,0,0,1,1
421310,2021,1,0,0,1
421310,2022,1,0,0,1
421320,2015,2,0,1,3
421320,2016,0,0,3,3
421320,2017,3,0,2,5
421320,2018,2,1,1,4
421320,2020,1,0,1,2
421320,2021,2,1,1,4
421320,2022,1,2,0,3
421335,2019,0,0,1,1
421340,2015,0,1,1,2
421340,2017,1,1,0,2
421340,2018,0,0,1,1
421340,2019,2,0,0,2
421350,2015,0,0,1,1
421350,2022,1,0,0,1
421360,2015,0,3,0,3
421360,2016,1,2,0,3
421360,2017,1,0,0,1
421360,2018,1,1,1,3
421360,2020,3,0,1,4
421360,2021,3,0,0,3
421360,2022,2,0,1,3
421380,2016,0,0,1,1
421400,2019,1,0,0,1
421415,2017,1,0,0,1
421420,2015,0,0,1,1
421420,2016,1,0,1,2
421420,2017,1,0,0,1
421420,2021,1,0,0,1
421430,2017,1,0,0,1
421430,2019,0,0,1,1
421430,2021,2,0,0,2
421440,2019,1,0,0,1
421440,2020,2,0,1,3
421440,2022,1,0,1,2
421460,2018,0,0,1,1
421470,2017,1,0,0,1
421470,2018,0,1,0,1
421470,2019,0,1,1,2
421470,2021,1,0,0,1
421480,2015,4,0,0,4
421480,2019,5,0,0,5
421480,2020,1,0,0,1
421480,2021,0,1,0,1
421480,2022,1,0,4,5
421490,2017,1,0,0,1
421490,2018,1,0,0,1
421490,2020,1,0,0,1
421500,2015,2,1,1,4
421500,2016,2,0,0,2
421500,2017,0,1,2,3
421500,2018,2,1,1,4
421500,2019,3,0,2,5
421500,2020,2,0,1,3
421500,2021,1,0,1,2
421500,2022,1,0,1,2
421510,2016,1,0,0,1
421510,2018,1,0,0,1
421510,2020,1,0,0,1
421510,2021,3,0,0,3
421510,2022,1,0,1,2
421520,2018,1,0,0,1
421520,2019,1,0,0,1
421520,2022,1,0,0,1
421535,2020,2,0,0,2
421540,2015,1,0,0,1
421540,2017,1,0,1,2
421540,2018,1,0,0,1
421540,2020,1,0,1,2
421540,2022,1,0,1,2
421545,2017,0,0,1,1
421545,2018,0,0,1,1
421545,2019,0,0,1,1
421545,2022,2,0,0,2
421550,2016,1,0,0,1
421550,2022,1,0,0,1
421555,2018,1,0,0,1
421565,2015,1,0,0,1
421568,2021,0,1,0,1
421569,2015,0,0,1,1
421570,2015,1,0,1,2
421570,2016,1,2,0,3
421570,2017,0,0,1,1
421570,2018,3,0,0,3
421570,2019,3,0,2,5
421570,2020,1,0,0,1
421570,2021,1,1,0,2
421570,2022,3,0,0,3
421580,2015,1,2,1,4
421580,2016,4,0,2,6
421580,2017,1,0,0,1
421580,2018,1,1,0,2
421580,2019,1,0,1,2
421580,2021,2,0,0,2
421590,2019,0,0,1,1
421590,2022,1,0,0,1
421600,2015,1,0,0,1
421600,2018,0,0,1,1
421600,2021,0,1,0,1
421610,2015,1,0,1,2
421610,2017,1,0,0,1
421610,2019,1,0,0,1
421610,2020,0,0,1,1
421610,2021,0,0,1,1
421620,2016,2,0,1,3
421620,2017,0,1,1,2
421620,2018,3,0,2,5
421620,2019,2,0,0,2
421620,2020,2,0,0,2
421620,2022,1,0,0,1
421625,2017,0,0,1,1
421625,2019,0,0,1,1
421630,2015,1,0,0,1
421630,2018,1,1,0,2
421630,2019,1,0,0,1
421630,2020,3,0,0,3
421650,2019,0,1,0,1
421650,2021,0,1,0,1
421650,2022,0,1,0,1
421660,2015,38,12,16,66
421660,2016,32,5,9,46
421660,2017,33,6,11,50
421660,2018,25,7,11,43
421660,2019,25,5,8,38
421660,2020,21,7,11,39
421660,2021,23,7,6,36
421660,2022,24,4,7,35
421670,2019,1,0,0,1
421670,2020,0,0,1,1
421680,2015,0,0,1,1
421690,2015,1,2,0,3
421690,2016,7,0,2,9
421690,2017,3,1,3,7
421690,2018,2,0,0,2
421690,2019,3,0,1,4
421690,2020,1,0,0,1
421690,2021,1,0,0,1
421690,2022,0,0,1,1
421700,2015,2,0,1,3
421700,2016,0,0,1,1
421700,2017,1,0,0,1
421700,2019,0,1,1,2
421700,2020,0,0,2,2
421710,2019,0,1,0,1
421710,2020,1,0,0,1
421710,2022,1,0,0,1
421720,2015,5,0,2,7
421720,2016,3,1,1,5
421720,2017,4,2,2,8
421720,2018,5,0,0,5
421720,2019,2,0,0,2
421720,2020,6,1,4,11
421720,2021,6,0,1,7
421720,2022,6,2,4,12
421725,2019,0,0,1,1
421725,2020,0,0,1,1
421725,2021,2,0,0,2
421730,2019,1,0,0,1
421740,2015,0,0,1,1
421740,2017,0,2,2,4
421740,2018,0,0,2,2
421740,2019,1,0,1,2
421740,2020,2,0,2,4
421750,2015,5,0,1,6
421750,2016,1,2,1,4
421750,2017,1,0,1,2
421750,2018,1,0,2,3
421750,2019,1,1,1,3
421750,2020,0,1,0,1
421750,2021,1,2,3,6
421750,2022,2,1,0,3
421755,2017,1,0,0,1
421755,2022,0,0,1,1
421760,2015,3,0,1,4
421760,2017,0,0,2,2
421760,2018,2,0,0,2
421760,2019,1,0,1,2
421760,2020,0,0,1,1
421760,2021,2,0,0,2
421770,2015,0,1,0,1
421770,2016,1,0,0,1
421770,2017,3,1,2,6
421770,2018,1,0,1,2
421770,2019,1,1,2,4
421770,2022,1,0,0,1
421775,2017,0,0,1,1
421780,2020,0,0,1,1
421790,2018,0,0,2,2
421790,2022,0,0,1,1
421795,2020,1,0,0,1
421800,2015,7,1,2,10
421800,2016,6,0,0,6
421800,2017,3,1,2,6
421800,2018,2,0,1,3
421800,2019,1,0,1,2
421800,2020,6,1,0,7
421800,2021,2,0,2,4
421800,2022,3,0,0,3
421810,2016,0,0,1,1
421820,2015,1,0,1,2
421820,2016,4,1,0,5
421820,2017,1,0,1,2
421820,2018,1,2,1,4
421820,2019,2,0,1,3
421820,2020,0,1,1,2
421820,2021,4,0,2,6
421820,2022,2,1,0,3
421830,2018,3,0,1,4
421830,2019,0,0,2,2
421830,2020,0,0,2,2
421830,2021,0,0,1,1
421835,2017,0,0,1,1
421840,2017,2,1,0,3
421840,2018,2,0,0,2
421840,2019,1,0,0,1
421840,2020,1,0,0,1
421840,2021,1,0,1,2
421840,2022,3,0,0,3
421850,2017,1,0,0,1
421850,2018,1,0,0,1
421850,2020,1,1,1,3
421850,2021,1,0,1,2
421850,2022,1,0,0,1
421860,2017,0,0,1,1
421860,2018,0,0,1,1
421870,2015,9,1,6,16
421870,2016,11,0,9,20
421870,2017,8,2,9,19
421870,2018,16,4,10,30
421870,2019,13,2,9,24
421870,2020,10,7,4,21
421870,2021,6,0,4,10
421870,2022,9,2,1,12
421875,2015,1,0,0,1
421875,2020,1,0,0,1
421875,2021,1,0,0,1
421875,2022,1,0,0,1
421880,2015,1,0,0,1
421880,2016,0,0,1,1
421880,2017,1,0,0,1
421880,2019,1,0,0,1
421880,2022,0,1,0,1
421890,2017,1,0,0,1
421895,2016,1,0,0,1
421895,2018,0,0,1,1
421895,2021,1,0,0,1
421900,2015,3,0,2,5
421900,2016,3,0,0,3
421900,2017,3,0,0,3
421900,2018,0,1,0,1
421900,2019,1,0,0,1
421900,2020,1,0,0,1
421900,2022,4,0,0,4
421917,2015,0,1,0,1
421917,2016,1,0,0,1
421917,2020,0,0,1,1
421920,2016,0,0,1,1
421930,2015,8,0,1,9
421930,2016,3,2,4,9
421930,2017,0,2,4,6
421930,2018,3,0,3,6
421930,2019,2,0,1,3
421930,2020,5,1,5,11
421930,2021,5,0,4,9
421930,2022,5,1,3,9
421950,2015,3,2,2,7
421950,2016,3,0,1,4
421950,2017,1,0,0,1
421950,2018,4,0,1,5
421950,2019,1,1,2,4
421950,2020,3,1,1,5
421950,2021,1,1,2,4
421950,2022,2,0,2,4
421970,2016,0,0,1,1
421970,2019,4,0,1,5
421970,2020,1,2,0,3
421970,2022,3,0,0,3
421985,2015,1,0,0,1
421985,2018,0,0,1,1
421985,2020,1,0,2,3
421985,2022,1,0,1,2
422000,2015,2,0,0,2
422000,2016,1,0,0,1
422000,2017,1,1,1,3
422000,2020,0,0,1,1
422000,2022,1,0,0,1
430000,2015,1,0,0,1
430000,2016,0,3,1,4
430000,2017,0,1,1,2
430000,2018,1,0,0,1
430000,2019,0,1,1,2
430000,2020,1,0,0,1
430000,2022,1,1,0,2
430010,2018,1,0,0,1
430030,2016,0,0,1,1
430030,2018,0,1,0,1
430040,2016,1,0,1,2
430040,2017,1,0,0,1
430040,2018,3,0,0,3
430040,2019,0,0,1,1
430040,2020,1,2,0,3
430040,2021,2,0,0,2
430040,2022,2,0,1,3
430060,2015,3,2,2,7
430060,2016,5,0,2,7
430060,2017,1,2,1,4
430060,2018,1,0,5,6
430060,2019,4,0,3,7
430060,2020,0,1,0,1
430060,2021,1,1,3,5
430060,2022,1,0,0,1
430063,2016,1,0,0,1
430070,2015,1,0,0,1
430070,2018,1,0,0,1
430070,2019,4,0,0,4
430070,2020,3,0,2,5
430070,2022,1,1,0,2
430080,2015,1,0,2,3
430080,2017,1,0,1,2
430080,2019,1,0,0,1
430080,2021,3,0,0,3
430080,2022,1,0,0,1
430085,2016,1,0,0,1
430087,2018,2,0,0,2
430087,2020,0,0,1,1
430087,2021,0,0,1,1
430090,2015,1,0,0,1
430090,2020,0,1,0,1
430090,2021,0,0,1,1
430100,2015,2,0,0,2
430100,2016,1,0,2,3
430100,2019,1,1,0,2
430100,2020,1,0,0,1
430100,2021,1,0,0,1
430105,2017,0,1,0,1
430110,2017,1,0,0,1
430110,2018,1,0,0,1
430110,2020,0,0,2,2
430110,2022,1,0,0,1
430120,2015,0,1,0,1
430120,2017,1,1,0,2
430120,2018,1,0,0,1
430120,2019,0,0,1,1
430120,2020,0,0,1,1
430140,2016,1,0,0,1
430140,2017,0,0,1,1
430140,2018,0,1,0,1
430140,2019,0,0,1,1
430140,2020,2,0,2,4
430140,2021,1,0,0,1
430140,2022,0,0,1,1
430150,2017,0,0,1,1
430160,2015,2,0,1,3
430160,2017,0,0,1,1
430160,2018,2,1,0,3
430160,2019,1,1,0,2
430160,2020,2,0,1,3
430160,2021,2,0,0,2
430160,2022,1,0,0,1
430163,2015,0,0,1,1
430165,2021,0,1,0,1
430170,2017,2,0,0,2
430170,2018,0,1,0,1
430170,2020,0,0,1,1
430170,2021,1,0,2,3
430170,2022,3,0,0,3
430180,2017,1,0,0,1
430185,2016,1,0,0,1
430185,2018,1,0,0,1
430185,2019,1,0,0,1
430190,2015,1,0,2,3
430210,2015,8,2,4,14
430210,2016,6,3,3,12
430210,2017,5,1,2,8
430210,2018,7,2,3,12
430210,2019,5,0,2,7
430210,2020,6,2,2,10
430210,2021,5,0,2,7
430210,2022,2,1,1,4
430220,2018,0,0,3,3
430220,2019,0,1,1,2
430220,2021,1,0,0,1
430225,2019,2,0,0,2
430230,2016,1,0,0,1
430230,2017,2,0,0,2
430235,2015,2,0,0,2
430235,2017,1,0,0,1
430235,2018,1,0,0,1
430235,2021,2,1,0,3
430235,2022,2,0,1,3
430240,2015,1,0,0,1
430240,2017,1,1,0,2
430240,2019,2,0,0,2
430240,2020,0,1,0,1
430240,2022,0,1,0,1
430245,2019,1,0,0,1
430260,2017,0,0,1,1
430265,2022,1,0,0,1
430270,2018,1,0,0,1
430270,2021,0,0,1,1
430270,2022,1,0,0,1
430280,2015,0,0,1,1
430280,2017,0,0,1,1
430280,2018,1,0,0,1
430280,2019,0,0,1,1
430280,2020,0,1,0,1
430280,2021,0,1,0,1
430300,2016,2,1,0,3
430300,2017,4,0,4,8
430300,2018,0,1,1,2
430300,2019,1,1,0,2
430300,2020,5,2,0,7
430300,2021,3,0,0,3
430300,2022,1,0,0,1
430310,2015,5,2,2,9
430310,2016,6,2,4,12
430310,2017,3,0,3,6
430310,2018,3,0,3,6
430310,2019,5,1,4,10
430310,2020,4,0,1,5
430310,2021,7,1,5,13
430310,2022,4,0,2,6
430350,2015,3,0,1,4
430350,2017,1,0,0,1
430350,2018,1,1,0,2
430350,2019,1,0,0,1
430350,2020,3,0,0,3
430350,2021,1,0,1,2
430350,2022,0,0,1,1
430355,2020,0,1,0,1
430360,2018,0,0,1,1
430367,2016,1,0,0,1
430380,2020,1,0,0,1
430380,2022,1,0,0,1
430390,2015,1,0,2,3
430390,2016,4,0,0,4
430390,2017,4,0,1,5
430390,2018,4,1,1,6
430390,2019,6,2,1,9
430390,2020,1,0,1,2
430390,2021,2,0,4,6
430390,2022,4,0,0,4
430400,2020,2,0,0,2
430400,2021,0,0,1,1
430420,2015,1,0,0,1
430420,2017,0,0,1,1
430420,2020,1,0,0,1
430420,2021,1,0,0,1
430430,2016,1,0,0,1
430430,2018,0,0,1,1
430435,2017,0,1,0,1
430435,2019,0,0,1,1
430435,2021,1,0,0,1
430440,2015,1,0,2,3
430440,2016,1,2,0,3
430440,2017,3,0,3,6
430440,2018,2,0,1,3
430440,2019,1,0,0,1
430440,2020,1,0,0,1
430440,2021,1,1,0,2
430440,2022,0,0,1,1
430460,2015,18,3,8,29
430460,2016,13,2,13,28
430460,2017,13,2,5,20
430460,2018,16,0,2,18
430460,2019,7,1,4,12
430460,2020,9,4,7,20
430460,2021,15,0,8,23
430460,2022,10,2,3,15
430463,2015,2,0,0,2
430463,2016,1,1,0,2
430463,2017,0,0,1,1
430463,2018,1,0,0,1
430463,2019,0,0,2,2
430463,2020,1,1,0,2
430463,2021,2,0,0,2
430463,2022,2,0,0,2
430466,2017,0,0,1,1
430466,2018,1,0,0,1
430467,2017,1,0,0,1
430468,2022,0,0,2,2
430470,2015,2,1,0,3
430470,2016,2,0,0,2
430470,2017,1,0,0,1
430470,2018,7,1,3,11
430470,2019,2,0,0,2
430470,2020,4,0,0,4
430470,2021,3,1,0,4
430470,2022,1,1,0,2
430480,2015,3,1,0,4
430480,2016,3,0,0,3
430480,2017,2,1,0,3
430480,2018,1,0,0,1
430480,2019,2,0,2,4
430480,2020,2,0,0,2
430480,2021,0,2,1,3
430480,2022,1,0,0,1
430485,2018,1,0,0,1
430490,2015,1,0,1,2
430490,2018,0,0,1,1
430490,2019,0,0,1,1
430490,2020,2,0,0,2
430495,2022,0,0,1,1
430500,2022,1,0,0,1
430510,2015,12,3,6,21
430510,2016,6,2,8,16
430510,2017,5,0,6,11
430510,2018,14,1,6,21
430510,2019,7,3,3,13
430510,2020,12,5,6,23
430510,2021,9,2,1,12
430510,2022,8,2,3,13
430520,2015,2,0,1,3
430520,2016,1,0,2,3
430520,2017,1,0,0,1
430520,2018,0,0,2,2
430520,2019,1,0,0,1
430530,2018,1,0,0,1
430530,2021,1,0,0,1
430535,2015,3,0,4,7
430535,2016,0,0,1,1
430535,2017,2,0,1,3
430535,2019,1,2,0,3
430535,2020,2,0,0,2
430535,2021,2,2,1,5
430535,2022,2,0,0,2
430545,2015,0,0,1,1
430545,2016,1,0,0,1
430545,2020,0,0,1,1
430558,2015,0,0,1,1
430558,2022,1,0,0,1
430560,2022,0,0,1,1
430570,2018,1,0,0,1
430580,2020,0,0,1,1
430580,2022,1,0,0,1
430585,2016,1,0,0,1
430585,2017,1,0,0,1
430585,2018,1,0,0,1
430585,2019,1,0,0,1
430590,2019,0,1,0,1
430595,2018,1,0,0,1
430595,2020,1,0,0,1
430597,2017,1,0,0,1
430600,2015,0,0,2,2
430600,2017,2,0,0,2
430600,2019,2,0,0,2
430600,2021,1,0,0,1
430607,2021,0,0,1,1
430610,2015,1,0,1,2
430610,2016,1,0,0,1
430610,2017,2,1,0,3
430610,2018,2,0,4,6
430610,2019,3,0,0,3
430610,2021,2,1,0,3
430610,2022,2,1,0,3
430613,2020,0,0,1,1
430620,2015,0,0,1,1
430640,2015,3,0,2,5
430640,2017,3,0,0,3
430640,2018,1,0,1,2
430640,2019,0,1,1,2
430640,2020,3,0,1,4
430640,2021,1,1,0,2
430640,2022,1,0,3,4
430645,2018,1,0,0,1
430645,2022,0,0,1,1
430660,2015,1,0,1,2
430660,2016,2,0,0,2
430660,2017,1,0,0,1
430673,2018,1,0,0,1
430673,2022,1,0,0,1
430676,2015,1,0,0,1
430676,2016,0,1,0,1
430676,2018,2,0,1,3
430676,2019,5,0,1,6
430676,2020,1,0,0,1
430676,2021,2,0,0,2
430676,2022,1,0,0,1
430680,2015,5,0,1,6
430680,2016,3,1,2,6
430680,2017,8,0,0,8
430680,2018,4,1,2,7
430680,2019,2,0,0,2
430680,2020,4,2,1,7
430680,2021,1,0,4,5
430680,2022,3,2,3,8
430693,2015,0,0,1,1
430693,2018,0,0,1,1
430693,2019,0,0,1,1
430693,2022,1,0,0,1
430695,2018,0,0,1,1
430695,2019,1,0,0,1
430700,2015,12,1,2,15
430700,2016,5,1,4,10
430700,2017,3,2,1,6
430700,2018,6,1,0,7
430700,2019,4,2,1,7
430700,2020,9,3,2,14
430700,2021,10,3,3,16
430700,2022,8,2,2,12
430705,2021,1,0,0,1
430730,2015,1,0,0,1
430730,2020,0,0,1,1
430730,2021,1,0,0,1
430740,2015,0,0,1,1
430740,2019,1,0,0,1
430750,2015,1,0,0,1
430750,2017,2,0,0,2
430750,2020,0,0,2,2
430750,2022,0,0,1,1
430755,2015,1,0,1,2
430755,2022,1,1,0,2
430760,2015,2,1,1,4
430760,2016,3,1,2,6
430760,2017,1,1,2,4
430760,2018,1,0,2,3
430760,2019,3,1,0,4
430760,2020,1,0,1,2
430760,2021,1,0,0,1
430760,2022,2,1,0,3
430770,2015,5,0,0,5
430770,2016,3,1,1,5
430770,2017,3,0,2,5
430770,2018,3,0,2,5
430770,2019,4,0,2,6
430770,2020,5,0,0,5
430770,2021,2,0,0,2
430770,2022,2,0,1,3
430780,2015,0,0,2,2
430780,2016,3,0,0,3
430780,2017,3,0,1,4
430780,2018,1,0,0,1
430780,2019,3,2,0,5
430780,2020,3,2,1,6
430780,2021,0,1,2,3
430780,2022,2,0,2,4
430781,2018,0,0,1,1
430783,2016,1,0,0,1
430786,2018,0,0,1,1
430790,2015,4,1,3,8
430790,2016,3,1,1,5
430790,2017,1,0,0,1
430790,2018,2,2,1,5
430790,2019,5,1,1,7
430790,2020,2,1,0,3
430790,2021,2,0,2,4
430790,2022,3,0,1,4
430800,2017,0,1,0,1
430800,2019,0,1,0,1
430800,2020,1,1,0,2
430800,2021,1,0,0,1
430805,2021,1,0,0,1
430807,2015,2,0,0,2
430807,2019,0,0,1,1
430807,2022,0,0,1,1
430810,2015,1,0,0,1
430810,2022,1,0,0,1
430820,2015,1,0,1,2
430820,2016,1,1,0,2
430820,2017,1,0,0,1
430820,2018,1,0,0,1
430850,2016,0,1,1,2
430850,2017,2,0,0,2
430850,2018,0,0,1,1
430850,2019,1,0,0,1
430850,2021,1,0,2,3
430850,2022,1,0,0,1
430860,2015,1,0,3,4
430860,2016,3,0,1,4
430860,2017,2,1,0,3
430860,2018,3,0,0,3
430860,2019,2,1,0,3
430860,2020,1,1,1,3
430860,2021,2,1,0,3
430860,2022,2,1,1,4
430865,2021,1,0,0,1
