"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"Q83"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Outras malformações congênitas","Q83 Malformações congênitas da mama"
"Q84"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Outras malformações congênitas","Q84 Outras malformações congênitas do tegumento"
"Q85"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Outras malformações congênitas","Q85 Facomatoses não classificadas em outra parte"
"Q86"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Outras malformações congênitas","Q86 Síndromes com malformações congênitas devidas a causas exógenas conhecidas, não classificadas em outra parte"
"Q87"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Outras malformações congênitas","Q87 Outras síndromes com malformações congênitas que acometem múltiplos sistemas"
"Q89"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Outras malformações congênitas","Q89 Outras malformações congênitas não classificadas em outra parte"
"Q90"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q90 Síndrome de Down"
"Q91"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q91 Síndrome de Edwards e síndrome de Patau"
"Q92"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q92 Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte"
"Q93"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q93 Monossomias e deleções dos autossomos, não classificadas em outra parte"
"Q95"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q95 Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte"
"Q96"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q96 Síndrome de Turner"
"Q97"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q97 Outras anomalias dos cromossomos sexuais, fenótipo feminino, não classificadas em outra parte"
"Q98"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q98 Outras anomalias dos cromossomos sexuais, fenótipo masculino, não classificadas em outra parte"
"Q99"," XVII - Malformações congênitas, deformidades e anomalias cromossômicas","Anomalias cromossômicas não classificadas em outra parte","Q99 Outras anomalias dos cromossomos, não classificadas em outra parte"
"R00"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R00 Anormalidades do batimento cardíaco"
"R01"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R01 Sopros e outros ruídos cardíacos"
"R02"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R02 Gangrena não classificada em outra parte"
"R03"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R03 Valor anormal da pressão arterial sem diagnóstico"
"R04"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R04 Hemorragia das vias respiratórias"
"R05"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R05 Tosse"
"R06"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R06 Anormalidades da respiração"
"R07"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R07 Dor de garganta e no peito"
"R09"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho circulatório e respiratório","R09 Outros sintomas e sinais relativos aos aparelhos circulatório e respiratório"
"R10"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R10 Dor abdominal e pélvica"
"R11"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R11 Náusea e vômitos"
"R12"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R12 Pirose"
"R13"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R13 Disfagia"
"R14"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R14 Flatulência e afecções correlatas"
"R15"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R15 Incontinência fecal"
"R16"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R16 Hepatomegalia e esplenomegalia não classificadas em outra parte"
"R17"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R17 Icterícia não especificada"
"R18"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R18 Ascite"
"R19"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho digestivo e ao abdome","R19 Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R20"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à pele e ao tecido subcutâneo","R20 Distúrbios da sensibilidade cutânea"
"R21"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à pele e ao tecido subcutâneo","R21 Eritema e outras erupções cutâneas não especificadas"
"R22"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à pele e ao tecido subcutâneo","R22 Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo"
"R23"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à pele e ao tecido subcutâneo","R23 Outras alterações cutâneas"
"R25"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular","R25 Movimentos involuntários anormais"
"R26"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular","R26 Anormalidades da marcha e da mobilidade"
"R27"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular","R27 Outros distúrbios da coordenação"
"R29"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular","R29 Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R30"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R30 Dor associada à micção"
"R31"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R31 Hematúria não especificada"
"R32"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R32 Incontinência urinária não especificada"
"R33"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R33 Retenção urinária"
"R34"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R34 Anúria e oligúria"
"R35"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R35 Poliúria"
"R36"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R36 Secreção uretral"
"R39"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos ao aparelho urinário","R39 Outros sintomas e sinais relativos ao aparelho urinário"
"R40"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R40 Sonolência, estupor e coma"
"R41"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R41 Outros sintomas e sinais relativos à função cognitiva e à consciência"
"R42"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R42 Tontura e instabilidade"
"R43"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R43 Distúrbios do olfato e do paladar"
"R44"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R44 Outros sintomas e sinais relativos às sensações e às percepções gerais"
"R45"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R45 Sintomas e sinais relativos ao estado emocional"
"R46"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento","R46 Sintomas e sinais relativos à aparência e ao comportamento"
"R47"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à fala e à voz","R47 Distúrbios da fala não classificados em outra parte"
"R48"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à fala e à voz","R48 Dislexia e outras disfunções simbólicas, não classificadas em outra parte"
"R49"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais relativos à fala e à voz","R49 Distúrbios da voz"
"R50"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R50 Febre de origem desconhecida e de outras origens"
"R51"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R51 Cefaléia"
"R52"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R52 Dor não classificada em outra parte"
"R53"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R53 Mal estar, fadiga"
"R54"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R54 Senilidade"
"R55"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R55 Síncope e colapso"
"R56"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R56 Convulsões, não classificadas em outra parte"
"R57"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R57 Choque não classificado em outra parte"
"R58"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R58 Hemorragia não classificada em outra parte"
"R59"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R59 Aumento de volume dos gânglios linfáticos"
"R60"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R60 Edema não classificado em outra parte"
"R61"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R61 Hiperidrose"
"R62"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R62 Retardo do desenvolvimento fisiológico normal"
"R63"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R63 Sintomas e sinais relativos à ingestão de alimentos e líquidos"
"R64"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R64 Caquexia"
"R68"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R68 Outros sintomas e sinais gerais"
"R69"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Sintomas e sinais gerais","R69 Causas desconhecidas e não especificadas de morbidade"
"R70"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R70 Velocidade de hemossedimentação elevada e outras anormalidades da viscosidade plasmática"
"R71"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R71 Anormalidade das hemácias"
"R72"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R72 Anormalidade dos leucócitos não classificada em outra parte"
"R73"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R73 Aumento da glicemia"
"R74"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R74 Anormalidades dos níveis de enzimas séricas"
"R75"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R75 Evidência laboratorial do vírus da imunodeficiência humana (HIV)"
"R76"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R76 Outros achados imunológicos anormais no soro"
"R77"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R77 Outras anormalidades das proteínas plasmáticas"
"R78"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R78 Presença de drogas e de outras substâncias normalmente não encontradas no sangue"
"R79"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de sangue, sem diagnóstico","R79 Outros achados anormais de exames químicos do sangue"
"R80"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de urina, sem diagnóstico","R80 Proteinúria isolada"
"R81"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de urina, sem diagnóstico","R81 Glicosúria"
"R82"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames de urina, sem diagnóstico","R82 Outros achados anormais na urina"
"R83"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R83 Achados anormais no líquido cefalorraquidiano"
"R84"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax"
"R85"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal"
"R86"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R86 Achados anormais de material proveniente dos órgãos genitais masculinos"
"R87"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R87 Achados anormais de material proveniente dos órgãos genitais femininos"
"R89"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R89 Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos"
"R90"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico","R90 Resultados anormais de exames para diagnóstico por imagem do sistema nervoso central"
"R91"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico","R91 Achados anormais, de exames para diagnóstico por imagem, do pulmão"
"R92"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico","R92 Achados anormais, de exames para diagnóstico por imagem, da mama"
"R93"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico","R93 Achados anormais de exames para diagnóstico por imagem de outras estruturas do corpo"
"R94"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico","R94 Resultados anormais de estudos de função"
"R95"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Causas mal definidas e desconhecidas de mortalidade","R95 Síndrome da morte súbita na infância"
"R96"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Causas mal definidas e desconhecidas de mortalidade","R96 Outras mortes súbitas de causa desconhecida"
"R98"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Causas mal definidas e desconhecidas de mortalidade","R98 Morte sem assistência"
"R99"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Causas mal definidas e desconhecidas de mortalidade","R99 Outras causas mal definidas e as não especificadas de mortalidade"
"S00"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S00 Traumatismo superficial da cabeça"
"S01"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S01 Ferimento da cabeça"
"S02"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S02 Fratura do crânio e dos ossos da face"
"S03"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S03 Luxação, entorse ou distensão das articulações e dos ligamentos da cabeça"
"S04"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S04 Traumatismo dos nervos cranianos"
"S05"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S05 Traumatismo do olho e da órbita ocular"
"S06"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S06 Traumatismo intracraniano"
"S07"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S07 Lesões por esmagamento da cabeça"
"S08"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S08 Amputação traumática de parte da cabeça"
"S09"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos da cabeça","S09 Outros traumatismos da cabeça e os não especificados"
"S10"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S10 Traumatismo superficial do pescoço"
"S11"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S11 Ferimento do pescoço"
"S12"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S12 Fratura do pescoço"
"S13"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S13 Luxação, entorse ou distensão das articulações e dos ligamentos do pescoço"
"S14"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S14 Traumatismo de nervos e da medula espinhal ao nível cervical"
"S15"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S15 Traumatismo dos vasos sanguíneos ao nível do pescoço"
"S16"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S16 Traumatismo de tendões e de músculos do pescoço"
"S17"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S17 Lesões por esmagamento do pescoço"
"S18"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S18 Amputação traumática ao nível do pescoço"
"S19"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do pescoço","S19 Outros traumatismos do pescoço e os não especificados"
"S20"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S20 Traumatismo superficial do tórax"
"S21"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S21 Ferimento do tórax"
"S22"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S22 Fratura de costela(s), esterno e coluna torácica"
"S23"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S23 Luxação, entorse e distensão de articulações e dos ligamentos do tórax"
"S24"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S24 Traumatismos de nervos e da medula espinhal ao nível do tórax"
"S25"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S25 Traumatismo de vasos sanguíneos do tórax"
"S26"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S26 Traumatismo do coração"
"S27"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S27 Traumatismo de outros órgãos intratorácicos e dos não especificados"
"S28"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S28 Lesão por esmagamento do tórax e amputação traumática de parte do tórax"
"S29"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tórax","S29 Outros traumatismos do tórax e os não especificados"
"S30"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S30 Traumatismo superficial do abdome, do dorso e da pelve"
"S31"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S31 Ferimento do abdome, do dorso e da pelve"
"S32"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S32 Fratura da coluna lombar e da pelve"
"S33"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S33 Luxação, entorse ou distensão das articulações e dos ligamentos da coluna lombar e da pelve"
"S34"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34 Traumatismo dos nervos e da medula lombar ao nível do abdome, do dorso e da pelve"
"S35"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35 Traumatismo de vasos sanguíneos ao nível do abdome, do dorso e da pelve"
"S36"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36 Traumatismo de órgãos intra-abdominais"
"S37"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37 Traumatismo do aparelho urinário e de órgãos pélvicos"
"S38"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S38 Lesão por esmagamento e amputação traumática de parte do abdome, do dorso e da pelve"
"S39"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S39 Outros traumatismos e os não especificados do abdome, do dorso e da pelve"
"S40"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S40 Traumatismo superficial do ombro e do braço"
"S41"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S41 Ferimento do ombro e do braço"
"S42"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42 Fratura do ombro e do braço"
"S43"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43 Luxação, entorse e distensão das articulações e dos ligamentos da cintura escapular"
"S44"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44 Traumatismo de nervos ao nível do ombro e do braço"
"S45"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45 Traumatismo dos vasos sanguíneos ao nível do ombro e do braço"
"S46"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46 Traumatismo de tendão e músculo ao nível do ombro e do braço"
"S47"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S47 Lesão por esmagamento do ombro e do braço"
"S48"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S48 Amputação traumática do ombro e do braço"
"S49"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S49 Outros traumatismos e os não especificados do ombro e do braço"
"S50"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S50 Traumatismo superficial do cotovelo e do antebraço"
"S51"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S51 Ferimento do antebraço"
"S52"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52 Fratura do antebraço"
"S53"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S53 Luxação, entorse e distensão das articulações e dos ligamentos do cotovelo"
