"causabas","grupo_cid10"
"L810","Outras afecções da pele e do tecido subcutâneo"
"L811","Outras afecções da pele e do tecido subcutâneo"
"L812","Outras afecções da pele e do tecido subcutâneo"
"L813","Outras afecções da pele e do tecido subcutâneo"
"L814","Outras afecções da pele e do tecido subcutâneo"
"L815","Outras afecções da pele e do tecido subcutâneo"
"L816","Outras afecções da pele e do tecido subcutâneo"
"L817","Outras afecções da pele e do tecido subcutâneo"
"L818","Outras afecções da pele e do tecido subcutâneo"
"L819","Outras afecções da pele e do tecido subcutâneo"
"L82","Outras afecções da pele e do tecido subcutâneo"
"L83","Outras afecções da pele e do tecido subcutâneo"
"L84","Outras afecções da pele e do tecido subcutâneo"
"L850","Outras afecções da pele e do tecido subcutâneo"
"L851","Outras afecções da pele e do tecido subcutâneo"
"L852","Outras afecções da pele e do tecido subcutâneo"
"L853","Outras afecções da pele e do tecido subcutâneo"
"L858","Outras afecções da pele e do tecido subcutâneo"
"L859","Outras afecções da pele e do tecido subcutâneo"
"L86","Outras afecções da pele e do tecido subcutâneo"
"L870","Outras afecções da pele e do tecido subcutâneo"
"L871","Outras afecções da pele e do tecido subcutâneo"
"L872","Outras afecções da pele e do tecido subcutâneo"
"L878","Outras afecções da pele e do tecido subcutâneo"
"L879","Outras afecções da pele e do tecido subcutâneo"
"L900","Outras afecções da pele e do tecido subcutâneo"
"L901","Outras afecções da pele e do tecido subcutâneo"
"L902","Outras afecções da pele e do tecido subcutâneo"
"L903","Outras afecções da pele e do tecido subcutâneo"
"L904","Outras afecções da pele e do tecido subcutâneo"
"L905","Outras afecções da pele e do tecido subcutâneo"
"L906","Outras afecções da pele e do tecido subcutâneo"
"L908","Outras afecções da pele e do tecido subcutâneo"
"L909","Outras afecções da pele e do tecido subcutâneo"
"L910","Outras afecções da pele e do tecido subcutâneo"
"L918","Outras afecções da pele e do tecido subcutâneo"
"L919","Outras afecções da pele e do tecido subcutâneo"
"L920","Outras afecções da pele e do tecido subcutâneo"
"L921","Outras afecções da pele e do tecido subcutâneo"
"L922","Outras afecções da pele e do tecido subcutâneo"
"L923","Outras afecções da pele e do tecido subcutâneo"
"L928","Outras afecções da pele e do tecido subcutâneo"
"L929","Outras afecções da pele e do tecido subcutâneo"
"L940","Outras afecções da pele e do tecido subcutâneo"
"L941","Outras afecções da pele e do tecido subcutâneo"
"L942","Outras afecções da pele e do tecido subcutâneo"
"L943","Outras afecções da pele e do tecido subcutâneo"
"L944","Outras afecções da pele e do tecido subcutâneo"
"L945","Outras afecções da pele e do tecido subcutâneo"
"L946","Outras afecções da pele e do tecido subcutâneo"
"L948","Outras afecções da pele e do tecido subcutâneo"
"L949","Outras afecções da pele e do tecido subcutâneo"
"L950","Outras afecções da pele e do tecido subcutâneo"
"L951","Outras afecções da pele e do tecido subcutâneo"
"L958","Outras afecções da pele e do tecido subcutâneo"
"L959","Outras afecções da pele e do tecido subcutâneo"
"L985","Outras afecções da pele e do tecido subcutâneo"
"L986","Outras afecções da pele e do tecido subcutâneo"
"L988","Outras afecções da pele e do tecido subcutâneo"
"L989","Outras afecções da pele e do tecido subcutâneo"
"L990","Outras afecções da pele e do tecido subcutâneo"
"L998","Outras afecções da pele e do tecido subcutâneo"
"M100","Artropatias"
"M101","Artropatias"
"M102","Artropatias"
"M103","Artropatias"
"M104","Artropatias"
"M109","Artropatias"
"M110","Artropatias"
"M111","Artropatias"
"M112","Artropatias"
"M118","Artropatias"
"M119","Artropatias"
"M120","Artropatias"
"M122","Artropatias"
"M123","Artropatias"
"M124","Artropatias"
"M125","Artropatias"
"M128","Artropatias"
"M130","Artropatias"
"M131","Artropatias"
"M138","Artropatias"
"M139","Artropatias"
"M140","Artropatias"
"M141","Artropatias"
"M142","Artropatias"
"M143","Artropatias"
"M144","Artropatias"
"M145","Artropatias"
"M146","Artropatias"
"M148","Artropatias"
"M150","Artropatias"
"M151","Artropatias"
"M152","Artropatias"
"M153","Artropatias"
"M154","Artropatias"
"M158","Artropatias"
"M159","Artropatias"
"M160","Artropatias"
"M161","Artropatias"
"M162","Artropatias"
"M163","Artropatias"
"M164","Artropatias"
"M165","Artropatias"
"M166","Artropatias"
"M167","Artropatias"
"M169","Artropatias"
"M170","Artropatias"
"M171","Artropatias"
"M172","Artropatias"
"M173","Artropatias"
"M174","Artropatias"
"M175","Artropatias"
"M179","Artropatias"
"M180","Artropatias"
"M181","Artropatias"
"M182","Artropatias"
"M183","Artropatias"
"M184","Artropatias"
"M185","Artropatias"
"M189","Artropatias"
"M190","Artropatias"
"M191","Artropatias"
"M192","Artropatias"
"M198","Artropatias"
"M199","Artropatias"
"M200","Artropatias"
"M201","Artropatias"
"M202","Artropatias"
"M203","Artropatias"
"M204","Artropatias"
"M205","Artropatias"
"M206","Artropatias"
"M210","Artropatias"
"M211","Artropatias"
"M212","Artropatias"
"M213","Artropatias"
"M214","Artropatias"
"M215","Artropatias"
"M216","Artropatias"
"M217","Artropatias"
"M218","Artropatias"
"M219","Artropatias"
"M220","Artropatias"
"M221","Artropatias"
"M222","Artropatias"
"M223","Artropatias"
"M224","Artropatias"
"M228","Artropatias"
"M229","Artropatias"
"M230","Artropatias"
"M231","Artropatias"
"M232","Artropatias"
"M233","Artropatias"
"M234","Artropatias"
"M235","Artropatias"
"M236","Artropatias"
"M238","Artropatias"
"M239","Artropatias"
"M240","Artropatias"
"M241","Artropatias"
"M242","Artropatias"
"M243","Artropatias"
"M244","Artropatias"
"M245","Artropatias"
"M246","Artropatias"
"M247","Artropatias"
"M248","Artropatias"
"M249","Artropatias"
"M250","Artropatias"
"M251","Artropatias"
"M252","Artropatias"
"M253","Artropatias"
"M254","Artropatias"
"M255","Artropatias"
"M256","Artropatias"
"M257","Artropatias"
"M258","Artropatias"
"M259","Artropatias"
"M432","Dorsopatias"
"M433","Dorsopatias"
"M434","Dorsopatias"
"M435","Dorsopatias"
"M436","Dorsopatias"
"M438","Dorsopatias"
"M439","Dorsopatias"
"M45","Dorsopatias"
"M460","Dorsopatias"
"M461","Dorsopatias"
"M462","Dorsopatias"
"M463","Dorsopatias"
"M464","Dorsopatias"
"M465","Dorsopatias"
"M468","Dorsopatias"
"M469","Dorsopatias"
"M470","Dorsopatias"
"M471","Dorsopatias"
"M472","Dorsopatias"
"M478","Dorsopatias"
"M479","Dorsopatias"
"M480","Dorsopatias"
"M481","Dorsopatias"
"M482","Dorsopatias"
"M483","Dorsopatias"
"M484","Dorsopatias"
"M485","Dorsopatias"
"M488","Dorsopatias"
"M489","Dorsopatias"
"M492","Dorsopatias"
"M493","Dorsopatias"
"M494","Dorsopatias"
"M495","Dorsopatias"
"M498","Dorsopatias"
"M500","Dorsopatias"
"M501","Dorsopatias"
"M502","Dorsopatias"
"M503","Dorsopatias"
"M508","Dorsopatias"
"M509","Dorsopatias"
"M510","Dorsopatias"
"M511","Dorsopatias"
"M512","Dorsopatias"
"M513","Dorsopatias"
"M514","Dorsopatias"
"M518","Dorsopatias"
"M519","Dorsopatias"
"M530","Dorsopatias"
"M531","Dorsopatias"
"M532","Dorsopatias"
"M533","Dorsopatias"
"M538","Dorsopatias"
"M539","Dorsopatias"
"M540","Dorsopatias"
"M541","Dorsopatias"
"M542","Dorsopatias"
"M543","Dorsopatias"
"M544","Dorsopatias"
"M545","Dorsopatias"
"M546","Dorsopatias"
"M548","Dorsopatias"
"M549","Dorsopatias"
"M600","Transtornos dos tecidos moles"
"M601","Transtornos dos tecidos moles"
"M602","Transtornos dos tecidos moles"
"M608","Transtornos dos tecidos moles"
"M609","Transtornos dos tecidos moles"
"M610","Transtornos dos tecidos moles"
"M611","Transtornos dos tecidos moles"
"M612","Transtornos dos tecidos moles"
"M613","Transtornos dos tecidos moles"
"M614","Transtornos dos tecidos moles"
"M615","Transtornos dos tecidos moles"
"M619","Transtornos dos tecidos moles"
"M620","Transtornos dos tecidos moles"
"M621","Transtornos dos tecidos moles"
"M622","Transtornos dos tecidos moles"
"M623","Transtornos dos tecidos moles"
"M624","Transtornos dos tecidos moles"
"M625","Transtornos dos tecidos moles"
"M626","Transtornos dos tecidos moles"
"M628","Transtornos dos tecidos moles"
"M629","Transtornos dos tecidos moles"
"M630","Transtornos dos tecidos moles"
"M631","Transtornos dos tecidos moles"
"M632","Transtornos dos tecidos moles"
"M633","Transtornos dos tecidos moles"
"M638","Transtornos dos tecidos moles"
"M651","Transtornos dos tecidos moles"
"M652","Transtornos dos tecidos moles"
"M653","Transtornos dos tecidos moles"
"M654","Transtornos dos tecidos moles"
"M658","Transtornos dos tecidos moles"
"M659","Transtornos dos tecidos moles"
"M660","Transtornos dos tecidos moles"
"M661","Transtornos dos tecidos moles"
"M662","Transtornos dos tecidos moles"
"M663","Transtornos dos tecidos moles"
"M664","Transtornos dos tecidos moles"
"M665","Transtornos dos tecidos moles"
"M670","Transtornos dos tecidos moles"
"M671","Transtornos dos tecidos moles"
"M672","Transtornos dos tecidos moles"
"M673","Transtornos dos tecidos moles"
"M674","Transtornos dos tecidos moles"
"M678","Transtornos dos tecidos moles"
"M679","Transtornos dos tecidos moles"
"M680","Transtornos dos tecidos moles"
"M688","Transtornos dos tecidos moles"
"M700","Transtornos dos tecidos moles"
"M701","Transtornos dos tecidos moles"
"M702","Transtornos dos tecidos moles"
"M703","Transtornos dos tecidos moles"
"M704","Transtornos dos tecidos moles"
"M705","Transtornos dos tecidos moles"
"M706","Transtornos dos tecidos moles"
"M707","Transtornos dos tecidos moles"
"M708","Transtornos dos tecidos moles"
"M709","Transtornos dos tecidos moles"
"M712","Transtornos dos tecidos moles"
"M713","Transtornos dos tecidos moles"
"M714","Transtornos dos tecidos moles"
"M715","Transtornos dos tecidos moles"
"M718","Transtornos dos tecidos moles"
"M719","Transtornos dos tecidos moles"
"M720","Transtornos dos tecidos moles"
"M721","Transtornos dos tecidos moles"
"M722","Transtornos dos tecidos moles"
"M724","Transtornos dos tecidos moles"
"M726","Transtornos dos tecidos moles"
"M728","Transtornos dos tecidos moles"
"M729","Transtornos dos tecidos moles"
"M738","Transtornos dos tecidos moles"
"M750","Transtornos dos tecidos moles"
"M751","Transtornos dos tecidos moles"
"M752","Transtornos dos tecidos moles"
"M753","Transtornos dos tecidos moles"
"M754","Transtornos dos tecidos moles"
"M755","Transtornos dos tecidos moles"
"M758","Transtornos dos tecidos moles"
"M759","Transtornos dos tecidos moles"
"M760","Transtornos dos tecidos moles"
"M761","Transtornos dos tecidos moles"
"M762","Transtornos dos tecidos moles"
"M763","Transtornos dos tecidos moles"
"M764","Transtornos dos tecidos moles"
"M765","Transtornos dos tecidos moles"
"M766","Transtornos dos tecidos moles"
"M767","Transtornos dos tecidos moles"
"M768","Transtornos dos tecidos moles"
"M769","Transtornos dos tecidos moles"
"M770","Transtornos dos tecidos moles"
"M771","Transtornos dos tecidos moles"
"M772","Transtornos dos tecidos moles"
"M773","Transtornos dos tecidos moles"
"M774","Transtornos dos tecidos moles"
"M775","Transtornos dos tecidos moles"
"M778","Transtornos dos tecidos moles"
"M779","Transtornos dos tecidos moles"
"M790","Transtornos dos tecidos moles"
"M791","Transtornos dos tecidos moles"
"M792","Transtornos dos tecidos moles"
"M793","Transtornos dos tecidos moles"
"M794","Transtornos dos tecidos moles"
"M795","Transtornos dos tecidos moles"
"M796","Transtornos dos tecidos moles"
"M797","Transtornos dos tecidos moles"
"M798","Transtornos dos tecidos moles"
"M799","Transtornos dos tecidos moles"
"M830","Osteopatias e condropatias"
"M831","Osteopatias e condropatias"
"M832","Osteopatias e condropatias"
"M833","Osteopatias e condropatias"
"M834","Osteopatias e condropatias"
"M835","Osteopatias e condropatias"
"M838","Osteopatias e condropatias"
"M839","Osteopatias e condropatias"
"M840","Osteopatias e condropatias"
"M841","Osteopatias e condropatias"
"M842","Osteopatias e condropatias"
"M843","Osteopatias e condropatias"
"M844","Osteopatias e condropatias"
"M848","Osteopatias e condropatias"
"M849","Osteopatias e condropatias"
"M850","Osteopatias e condropatias"
"M851","Osteopatias e condropatias"
"M852","Osteopatias e condropatias"
"M853","Osteopatias e condropatias"
"M854","Osteopatias e condropatias"
"M855","Osteopatias e condropatias"
"M856","Osteopatias e condropatias"
"M858","Osteopatias e condropatias"
"M859","Osteopatias e condropatias"
"M860","Osteopatias e condropatias"
"M861","Osteopatias e condropatias"
"M862","Osteopatias e condropatias"
"M865","Osteopatias e condropatias"
"M866","Osteopatias e condropatias"
"M868","Osteopatias e condropatias"
"M869","Osteopatias e condropatias"
"M872","Osteopatias e condropatias"
"M873","Osteopatias e condropatias"
"M878","Osteopatias e condropatias"
"M879","Osteopatias e condropatias"
"M891","Osteopatias e condropatias"
"M892","Osteopatias e condropatias"
"M893","Osteopatias e condropatias"
"M894","Osteopatias e condropatias"
"M900","Osteopatias e condropatias"
"M901","Osteopatias e condropatias"
"M902","Osteopatias e condropatias"
"M903","Osteopatias e condropatias"
"M904","Osteopatias e condropatias"
"M905","Osteopatias e condropatias"
"M906","Osteopatias e condropatias"
"M907","Osteopatias e condropatias"
"M908","Osteopatias e condropatias"
"M910","Osteopatias e condropatias"
"M911","Osteopatias e condropatias"
"M912","Osteopatias e condropatias"
"M913","Osteopatias e condropatias"
"M918","Osteopatias e condropatias"
"M919","Osteopatias e condropatias"
"M920","Osteopatias e condropatias"
"M921","Osteopatias e condropatias"
"M922","Osteopatias e condropatias"
"M923","Osteopatias e condropatias"
"M924","Osteopatias e condropatias"
"M925","Osteopatias e condropatias"
"M926","Osteopatias e condropatias"
"M927","Osteopatias e condropatias"
"M928","Osteopatias e condropatias"
"M929","Osteopatias e condropatias"
"M930","Osteopatias e condropatias"
"M931","Osteopatias e condropatias"
"M932","Osteopatias e condropatias"
"M938","Osteopatias e condropatias"
"M939","Osteopatias e condropatias"
"M940","Osteopatias e condropatias"
"M941","Osteopatias e condropatias"
"M942","Osteopatias e condropatias"
"M943","Osteopatias e condropatias"
"M948","Osteopatias e condropatias"
"M949","Osteopatias e condropatias"
"M950","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M951","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M952","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M953","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M954","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M955","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M958","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M959","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M960","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M961","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M962","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M963","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M964","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M965","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M966","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M968","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M969","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M990","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M991","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M992","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M993","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M994","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M995","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M996","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M997","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M998","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"M999","Outros transtornos do sistema osteomuscular e do tecido conjuntivo"
"N130","Doenças renais túbulo-intersticiais"
"N131","Doenças renais túbulo-intersticiais"
"N132","Doenças renais túbulo-intersticiais"
"N133","Doenças renais túbulo-intersticiais"
"N134","Doenças renais túbulo-intersticiais"
"N135","Doenças renais túbulo-intersticiais"
"N136","Doenças renais túbulo-intersticiais"
"N137","Doenças renais túbulo-intersticiais"
"N138","Doenças renais túbulo-intersticiais"
"N139","Doenças renais túbulo-intersticiais"
"N170","Insuficiência renal"
"N171","Insuficiência renal"
"N172","Insuficiência renal"
"N178","Insuficiência renal"
"N179","Insuficiência renal"
"N19","Insuficiência renal"
"N321","Outras doenças do aparelho urinário"
"N322","Outras doenças do aparelho urinário"
"N328","Outras doenças do aparelho urinário"
"N329","Outras doenças do aparelho urinário"
"N330","Outras doenças do aparelho urinário"
"N338","Outras doenças do aparelho urinário"
"N350","Outras doenças do aparelho urinário"
"N351","Outras doenças do aparelho urinário"
"N358","Outras doenças do aparelho urinário"
"N359","Outras doenças do aparelho urinário"
"N370","Outras doenças do aparelho urinário"
"N378","Outras doenças do aparelho urinário"
"N393","Outras doenças do aparelho urinário"
"N394","Outras doenças do aparelho urinário"
"N398","Outras doenças do aparelho urinário"
"N399","Outras doenças do aparelho urinário"
"N40","Doenças dos órgãos genitais masculinos"
"N420","Doenças dos órgãos genitais masculinos"
"N421","Doenças dos órgãos genitais masculinos"
"N422","Doenças dos órgãos genitais masculinos"
"N428","Doenças dos órgãos genitais masculinos"
"N429","Doenças dos órgãos genitais masculinos"
"N430","Doenças dos órgãos genitais masculinos"
"N431","Doenças dos órgãos genitais masculinos"
"N432","Doenças dos órgãos genitais masculinos"
"N433","Doenças dos órgãos genitais masculinos"
"N434","Doenças dos órgãos genitais masculinos"
"N46","Doenças dos órgãos genitais masculinos"
"N47","Doenças dos órgãos genitais masculinos"
"N480","Doenças dos órgãos genitais masculinos"
"N481","Doenças dos órgãos genitais masculinos"
"N482","Doenças dos órgãos genitais masculinos"
"N483","Doenças dos órgãos genitais masculinos"
"N484","Doenças dos órgãos genitais masculinos"
"N485","Doenças dos órgãos genitais masculinos"
"N486","Doenças dos órgãos genitais masculinos"
"N488","Doenças dos órgãos genitais masculinos"
"N489","Doenças dos órgãos genitais masculinos"
"N500","Doenças dos órgãos genitais masculinos"
"N501","Doenças dos órgãos genitais masculinos"
"N508","Doenças dos órgãos genitais masculinos"
"N509","Doenças dos órgãos genitais masculinos"
"N510","Doenças dos órgãos genitais masculinos"
"N511","Doenças dos órgãos genitais masculinos"
"N512","Doenças dos órgãos genitais masculinos"
"N518","Doenças dos órgãos genitais masculinos"
"N61","Doenças da mama"
"N62","Doenças da mama"
"N63","Doenças da mama"
"N640","Doenças da mama"
"N641","Doenças da mama"
"N642","Doenças da mama"
"N643","Doenças da mama"
"N644","Doenças da mama"
"N645","Doenças da mama"
"N648","Doenças da mama"
"N649","Doenças da mama"
"N820","Transtornos não-inflamatórios do trato genital feminino"
"N821","Transtornos não-inflamatórios do trato genital feminino"
"N822","Transtornos não-inflamatórios do trato genital feminino"
"N823","Transtornos não-inflamatórios do trato genital feminino"
"N824","Transtornos não-inflamatórios do trato genital feminino"
"N825","Transtornos não-inflamatórios do trato genital feminino"
"N828","Transtornos não-inflamatórios do trato genital feminino"
"N829","Transtornos não-inflamatórios do trato genital feminino"
"N842","Transtornos não-inflamatórios do trato genital feminino"
"N843","Transtornos não-inflamatórios do trato genital feminino"
"N848","Transtornos não-inflamatórios do trato genital feminino"
"N849","Transtornos não-inflamatórios do trato genital feminino"
"N850","Transtornos não-inflamatórios do trato genital feminino"
"N851","Transtornos não-inflamatórios do trato genital feminino"
"N852","Transtornos não-inflamatórios do trato genital feminino"
"N853","Transtornos não-inflamatórios do trato genital feminino"
"N854","Transtornos não-inflamatórios do trato genital feminino"
"N855","Transtornos não-inflamatórios do trato genital feminino"
"N856","Transtornos não-inflamatórios do trato genital feminino"
"N857","Transtornos não-inflamatórios do trato genital feminino"
"N858","Transtornos não-inflamatórios do trato genital feminino"
"N859","Transtornos não-inflamatórios do trato genital feminino"
"N86","Transtornos não-inflamatórios do trato genital feminino"
"N880","Transtornos não-inflamatórios do trato genital feminino"
"N881","Transtornos não-inflamatórios do trato genital feminino"
"N882","Transtornos não-inflamatórios do trato genital feminino"
"N883","Transtornos não-inflamatórios do trato genital feminino"
"N884","Transtornos não-inflamatórios do trato genital feminino"
"N888","Transtornos não-inflamatórios do trato genital feminino"
"N889","Transtornos não-inflamatórios do trato genital feminino"
"N890","Transtornos não-inflamatórios do trato genital feminino"
"N891","Transtornos não-inflamatórios do trato genital feminino"
"N892","Transtornos não-inflamatórios do trato genital feminino"
"N893","Transtornos não-inflamatórios do trato genital feminino"
"N894","Transtornos não-inflamatórios do trato genital feminino"
"N895","Transtornos não-inflamatórios do trato genital feminino"
"N896","Transtornos não-inflamatórios do trato genital feminino"
"N897","Transtornos não-inflamatórios do trato genital feminino"
"N898","Transtornos não-inflamatórios do trato genital feminino"
"N899","Transtornos não-inflamatórios do trato genital feminino"
"N900","Transtornos não-inflamatórios do trato genital feminino"
"N901","Transtornos não-inflamatórios do trato genital feminino"
"N902","Transtornos não-inflamatórios do trato genital feminino"
"N903","Transtornos não-inflamatórios do trato genital feminino"
"N904","Transtornos não-inflamatórios do trato genital feminino"
"N905","Transtornos não-inflamatórios do trato genital feminino"
"N906","Transtornos não-inflamatórios do trato genital feminino"
"N907","Transtornos não-inflamatórios do trato genital feminino"
"N908","Transtornos não-inflamatórios do trato genital feminino"
"N909","Transtornos não-inflamatórios do trato genital feminino"
"N910","Transtornos não-inflamatórios do trato genital feminino"
"N911","Transtornos não-inflamatórios do trato genital feminino"
"N912","Transtornos não-inflamatórios do trato genital feminino"
"N913","Transtornos não-inflamatórios do trato genital feminino"
"N914","Transtornos não-inflamatórios do trato genital feminino"
"N915","Transtornos não-inflamatórios do trato genital feminino"
"N920","Transtornos não-inflamatórios do trato genital feminino"
"N921","Transtornos não-inflamatórios do trato genital feminino"
"N922","Transtornos não-inflamatórios do trato genital feminino"
"N923","Transtornos não-inflamatórios do trato genital feminino"
"N924","Transtornos não-inflamatórios do trato genital feminino"
"N925","Transtornos não-inflamatórios do trato genital feminino"
"N926","Transtornos não-inflamatórios do trato genital feminino"
"N930","Transtornos não-inflamatórios do trato genital feminino"
"N938","Transtornos não-inflamatórios do trato genital feminino"
"N939","Transtornos não-inflamatórios do trato genital feminino"
"N940","Transtornos não-inflamatórios do trato genital feminino"
"N941","Transtornos não-inflamatórios do trato genital feminino"
"N942","Transtornos não-inflamatórios do trato genital feminino"
"N943","Transtornos não-inflamatórios do trato genital feminino"
"N944","Transtornos não-inflamatórios do trato genital feminino"
"N945","Transtornos não-inflamatórios do trato genital feminino"
"N946","Transtornos não-inflamatórios do trato genital feminino"
"N948","Transtornos não-inflamatórios do trato genital feminino"
"N949","Transtornos não-inflamatórios do trato genital feminino"
"N950","Transtornos não-inflamatórios do trato genital feminino"
"N951","Transtornos não-inflamatórios do trato genital feminino"
"N952","Transtornos não-inflamatórios do trato genital feminino"
"N953","Transtornos não-inflamatórios do trato genital feminino"
"N958","Transtornos não-inflamatórios do trato genital feminino"
"N959","Transtornos não-inflamatórios do trato genital feminino"
"N970","Transtornos não-inflamatórios do trato genital feminino"
"N971","Transtornos não-inflamatórios do trato genital feminino"
"N972","Transtornos não-inflamatórios do trato genital feminino"
"N973","Transtornos não-inflamatórios do trato genital feminino"
"N974","Transtornos não-inflamatórios do trato genital feminino"
"N978","Transtornos não-inflamatórios do trato genital feminino"
"N979","Transtornos não-inflamatórios do trato genital feminino"
"O08","Gravidez que termina em aborto"
"O080","Gravidez que termina em aborto"
"O081","Gravidez que termina em aborto"
"O082","Gravidez que termina em aborto"
"O083","Gravidez que termina em aborto"
"O084","Gravidez que termina em aborto"
"O085","Gravidez que termina em aborto"
"O086","Gravidez que termina em aborto"
"O087","Gravidez que termina em aborto"
"O088","Gravidez que termina em aborto"
"O089","Gravidez que termina em aborto"
"O94","Outras afecções obstétricas não classificadas em outra parte"
"O95","Outras afecções obstétricas não classificadas em outra parte"
"P235","Transtornos respiratórios e cardiovasculares específicos do período perinatal"
"P236","Transtornos respiratórios e cardiovasculares específicos do período perinatal"
"P238","Transtornos respiratórios e cardiovasculares específicos do período perinatal"
"P239","Transtornos respiratórios e cardiovasculares específicos do período perinatal"
"P373","Infecções específicas do período perinatal"
"P374","Infecções específicas do período perinatal"
"P969","Outros transtornos originados no período perinatal"
"Q100","Malformações congênitas do olho, do ouvido, da face e do pescoço"
"Q101","Malformações congênitas do olho, do ouvido, da face e do pescoço"
"Q102","Malformações congênitas do olho, do ouvido, da face e do pescoço"
"Q103","Malformações congênitas do olho, do ouvido, da face e do pescoço"
"Q360","Fenda labial e fenda palatina"
"Q361","Fenda labial e fenda palatina"
"Q369","Fenda labial e fenda palatina"
"Q899","Outras malformações congênitas"
"Q999","Anomalias cromossômicas não classificadas em outra parte"
"R000","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R001","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R002","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R008","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R010","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R011","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R012","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R02","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R030","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R031","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R040","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R041","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R042","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R048","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R049","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R05","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R060","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R061","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R062","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R063","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R064","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R065","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R066","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R067","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R068","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R070","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R071","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R072","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R073","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R074","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R090","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R091","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R092","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R093","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R098","Sintomas e sinais relativos ao aparelho circulatório e respiratório"
"R100","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R101","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R102","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R103","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R104","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R11","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R12","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R13","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R14","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R15","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R160","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
