"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"S340"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.0 Concussão e edema da medula lombar"
"S341"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.1 Outro traumatismo da medula lombar"
"S342"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.2 Traumatismo de raiz nervosa da medula lombar e sacra"
"S343"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.3 Traumatismo de cauda eqüina"
"S344"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.4 Traumatismo do plexo lombossacro"
"S345"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.5 Traumatismo de nervos simpáticos lombares, sacros e pélvicos"
"S346"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.6 Traumatismo do(s) nervo(s) periférico(s) do abdome, do dorso e da pelve"
"S348"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S34.8 Traumatismo de outros nervos e dos não especificados ao nível do abdome, do dorso e da pelve"
"S350"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.0 Traumatismo da aorta abdominal"
"S351"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.1 Traumatismo da veia cava inferior"
"S352"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.2 Traumatismo da artéria celíaca ou mesentérica"
"S353"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.3 Traumatismo da veia porta ou esplênica"
"S354"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.4 Traumatismo de vaso sangüíneo renal"
"S355"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.5 Traumatismo de vaso sangüíneo ilíaco"
"S357"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.7 Traumatismo de vasos múltiplos ao nível do abdome, do dorso e da pelve"
"S358"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.8 Traumatismo de outros vasos sangüíneos ao nível do abdome, do dorso e da pelve"
"S359"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S35.9 Traumatismo de vaso sangüíneo não especificado ao nível do abdome, do dorso e da pelve"
"S360"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.0 Traumatismo do baço"
"S361"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.1 Traumatismo do fígado ou da vesícula biliar"
"S362"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.2 Traumatismo do pâncreas"
"S363"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.3 Traumatismo do estômago"
"S364"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.4 Traumatismo do intestino delgado"
"S365"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.5 Traumatismo do cólon"
"S366"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.6 Traumatismo do reto"
"S367"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.7 Traumatismo de múltiplos órgãos intra-abdominais"
"S368"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.8 Traumatismo de outros órgãos intra-abdominais"
"S369"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S36.9 Traumatismo de órgão intra-abdominal não especificado"
"S370"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.0 Traumatismo do rim"
"S371"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.1 Traumatismo do ureter"
"S372"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.2 Traumatismo da bexiga"
"S373"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.3 Traumatismo da uretra"
"S374"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.4 Traumatismo do ovário"
"S375"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.5 Traumatismo da trompa de Falópio"
"S376"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.6 Traumatismo do útero"
"S377"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.7 Traumatismo de múltiplos órgãos pélvicos"
"S378"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.8 Traumatismo de outros órgãos pélvicos"
"S379"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S37.9 Traumatismo de órgão pélvico não especificado"
"S380"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S38.0 Lesão por esmagamento dos órgãos genitais externos"
"S381"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S38.1 Lesão por esmagamento de outras partes e de partes não especificadas do abdome, do dorso e da pelve"
"S382"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S38.2 Amputação traumática de órgãos genitais externos"
"S383"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S38.3 Amputação traumática de outras partes e de partes não especificadas do abdome, do dorso e da pelve"
"S390"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S39.0 Traumatismo de músculo e de tendão do abdome, do dorso e da pelve"
"S396"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S39.6 Traumatismo de órgão(s) intra-abdominal(is) com órgão(s) pélvico(s)"
"S397"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S39.7 Outros traumatismos múltiplos do abdome, do dorso e da pelve"
"S398"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S39.8 Outros traumatismos especificados do abdome, do dorso e da pelve"
"S399"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do abdome, do dorso, da coluna lombar e da pelve","S39.9 Traumatismo não especificado do abdome, do dorso e da pelve"
"S400"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S40.0 Contusão do ombro e do braço"
"S407"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S40.7 Traumatismos superficiais múltiplos do ombro e do braço"
"S408"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S40.8 Outros traumatismos superficiais do ombro e do braço"
"S409"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S40.9 Traumatismo superficial não especificado do ombro e do braço"
"S410"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S41.0 Ferimento do ombro"
"S411"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S41.1 Ferimento do braço"
"S417"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S41.7 Ferimentos múltiplos do ombro e do braço"
"S418"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S41.8 Ferimento de outras partes e de partes não especificadas da cintura escapular"
"S420"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.0 Fratura da clavícula"
"S421"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.1 Fratura da omoplata [escápula]"
"S422"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.2 Fratura da extremidade superior do úmero"
"S423"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.3 Fratura da diáfise do úmero"
"S424"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.4 Fratura da extremidade inferior do úmero"
"S427"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.7 Fraturas múltiplas da clavícula, da omoplata [escápula] e do úmero"
"S428"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.8 Fratura de outras partes do ombro e do braço"
"S429"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S42.9 Fratura da cintura escapular, parte não especificada"
"S430"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.0 Luxação da articulação do ombro"
"S431"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.1 Luxação da articulação acromioclavicular"
"S432"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.2 Luxação da articulação esternoclavicular"
"S433"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.3 Luxação de outras partes e das não especificadas da cintura escapular"
"S434"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.4 Entorse e distensão de articulação do ombro"
"S435"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.5 Entorse e distensão da articulação acromioclavicular"
"S436"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.6 Entorse e distensão da articulação esternoclavicular"
"S437"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S43.7 Entorse e distensão de outras partes e de partes não especificadas da cintura escapular"
"S440"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.0 Traumatismo do nervo cubital [ulnar] ao nível do braço"
"S441"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.1 Traumatismo do nervo mediano ao nível do braço"
"S442"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.2 Traumatismo do nervo radial ao nível do braço"
"S443"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.3 Traumatismo do nervo axilar"
"S444"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.4 Traumatismo do nervo musculocutâneo"
"S445"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.5 Traumatismo do nervo sensitivo cutâneo ao nível do ombro e do braço"
"S447"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.7 Traumatismo de múltiplos nervos ao nível do ombro e do braço"
"S448"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.8 Traumatismo de outros nervos ao nível do ombro e do braço"
"S449"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S44.9 Traumatismo de nervo não especificado ao nível do ombro e do braço"
"S450"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.0 Traumatismo da artéria axilar"
"S451"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.1 Traumatismo da artéria braquial"
"S452"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.2 Traumatismo da veia axilar ou braquial"
"S453"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.3 Traumatismo de veia superficial ao nível do ombro e do braço"
"S457"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.7 Traumatismo de múltiplos vasos sangüíneos ao nível do ombro e do braço"
"S458"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.8 Traumatismo de outros vasos sangüíneos ao nível do ombro e do braço"
"S459"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S45.9 Traumatismo de vaso sangüíneo não especificado ao nível do ombro e do braço"
"S460"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.0 Traumatismo do tendão do manguito rotador do ombro"
"S461"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.1 Traumatismo do músculo e tendão da cabeça longa do bíceps"
"S462"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.2 Traumatismo do músculo e tendão de outras partes do bíceps"
"S463"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.3 Traumatismo do músculo e tendão do tríceps"
"S467"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.7 Traumatismo de múltiplos músculos e tendões ao nível do ombro e do braço"
"S468"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.8 Traumatismo de outros músculos e tendões ao nível do ombro e do braço"
"S469"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S46.9 Traumatismo de músculo e tendão não especificado ao nível do ombro e do braço"
"S47"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S47. Lesão por esmagamento do ombro e do braço"
"S480"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S48.0 Amputação traumática da articulação do ombro"
"S481"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S48.1 Amputação traumática de localização entre o ombro e o cotovelo"
"S489"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S48.9 Amputação traumática do ombro e do braço, de localização não especificada"
"S497"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S49.7 Traumatismos múltiplos do ombro e do braço"
"S498"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S49.8 Outros traumatismos especificados do ombro e do braço"
"S499"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do ombro e do braço","S49.9 Traumatismo não especificado do ombro e do braço"
"S500"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S50.0 Contusão do cotovelo"
"S501"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S50.1 Contusão de outras partes e de partes não especificadas do antebraço"
"S507"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S50.7 Traumatismos superficiais múltiplos do antebraço"
"S508"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S50.8 Outros traumatismos superficiais do antebraço"
"S509"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S50.9 Traumatismo superficial do antebraço, não especificado"
"S510"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S51.0 Ferimento do cotovelo"
"S517"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S51.7 Ferimentos múltiplos do antebraço"
"S518"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S51.8 Ferimento de outras partes do antebraço"
"S519"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S51.9 Ferimento do antebraço, parte não especificado"
"S520"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.0 Fratura da extremidade superior do cúbito [ulna]"
"S521"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.1 Fratura da extremidade superior do rádio"
"S522"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.2 Fratura da diáfise do cúbito [ulna]"
"S523"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.3 Fratura da diáfise do rádio"
"S524"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.4 Fratura das diáfises do rádio e do cúbito [ulna]"
"S525"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.5 Fratura da extremidade distal do rádio"
"S526"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.6 Fratura da extremidade distal do rádio e do cúbito [ulna]"
"S527"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.7 Fraturas múltiplas do antebraço"
"S528"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.8 Fratura de outras partes do antebraço"
"S529"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S52.9 Fratura do antebraço, parte não especificada"
"S530"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S53.0 Luxação da cabeça do rádio"
"S531"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S53.1 Luxação do cotovelo, não especificada"
"S532"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S53.2 Ruptura traumática do ligamento colateral do rádio"
"S533"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S53.3 Ruptura traumática do ligamento colateral do cúbito [ulna]"
"S534"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S53.4 Entorse e distensão do cotovelo"
"S540"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.0 Traumatismo do nervo cubital [ulnar] ao nível do antebraço"
"S541"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.1 Traumatismo do nervo mediano ao nível do antebraço"
"S542"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.2 Traumatismo do nervo radial ao nível do antebraço"
"S543"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.3 Traumatismo do nervo cutâneo sensitivo ao nível do antebraço"
"S547"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.7 Traumatismo de múltiplos nervos ao nível do antebraço"
"S548"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.8 Traumatismo de outros nervos ao nível do antebraço"
"S549"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54.9 Traumatismo de nervo não especificado ao nível do antebraço"
"S550"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55.0 Traumatismo da artéria cubital [ulnar] ao nível do antebraço"
"S551"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55.1 Traumatismo da artéria radial ao nível do antebraço"
"S552"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55.2 Traumatismo de veia ao nível do antebraço"
"S557"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55.7 Traumatismo de múltiplos vasos sangüíneos ao nível do antebraço"
"S558"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55.8 Traumatismo de outros vasos sangüíneos ao nível do antebraço"
"S559"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55.9 Traumatismo de vasos sangüíneos não especificados ao nível do antebraço"
"S560"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.0 Traumatismo do músculo flexor e tendão do polegar ao nível do antebraço"
"S561"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.1 Traumatismo do músculo flexor e tendão de outro(s) dedo(s) ao nível do antebraço"
"S562"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.2 Traumatismo de outro músculo flexor e tendão ao nível do antebraço"
"S563"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.3 Traumatismo dos músculos extensor ou abdutor e tendões do polegar ao nível do antebraço"
"S564"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.4 Traumatismo do músculo extensor e tendão de outro(s) dedo(s) ao nível do antebraço"
"S565"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.5 Traumatismo de outros músculos extensores e tendões ao nível do antebraço"
"S567"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.7 Traumatismo de músculos e tendões múltiplos ao nível do antebraço"
"S568"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56.8 Traumatismo de outros músculos e tendões e dos não especificados ao nível do antebraço"
"S570"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S57.0 Lesão por esmagamento do cotovelo"
"S578"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S57.8 Lesão por esmagamento de outras partes do antebraço"
"S579"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S57.9 Lesão por esmagamento de parte não especificada do antebraço"
"S580"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S58.0 Amputação traumática ao nível do cotovelo"
"S581"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S58.1 Amputação traumática do antebraço entre o cotovelo e o punho"
"S589"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S58.9 Amputação traumática do antebraço, nível não especificado"
"S597"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S59.7 Traumatismos múltiplos do cotovelo"
"S598"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S59.8 Outros traumatismos especificados do antebraço"
"S599"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S59.9 Traumatismo não especificado do antebraço"
"S600"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60.0 Contusão de dedo(s) sem lesão da unha"
"S601"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60.1 Contusão de dedo(s) com lesão da unha"
"S602"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60.2 Contusão de outras partes do punho e da mão"
"S607"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60.7 Traumatismos superficiais múltiplos do punho e da mão"
"S608"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60.8 Outros traumatismos superficiais do punho e da mão"
"S609"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60.9 Traumatismo superficial não especificado do punho e da mão"
"S610"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S61.0 Ferimento de dedo(s) sem lesão da unha"
"S611"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S61.1 Ferimento de dedo(s) com lesão da unha"
"S617"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S61.7 Ferimentos múltiplos do punho e da mão"
"S618"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S61.8 Ferimento de outras partes do punho e da mão"
"S619"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S61.9 Ferimento do punho e da mão, parte não especificada"
"S620"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.0 Fratura do osso navicular [escafoíde] da mão"
"S621"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.1 Fratura de outro(s) osso(s) do carpo"
"S622"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.2 Fratura do primeiro metacarpiano"
"S623"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.3 Fratura de outros ossos do metacarpo"
"S624"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.4 Fraturas múltiplas de ossos metacarpianos"
"S625"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.5 Fratura do polegar"
